,DBN,Total Enrollment_x,Number of English Language Learners,ELL as Percent of Total,Sped,Sped as percent of total,Number of Male Students,Male Students as Percent of Total,Number of Female Students,Female Students as Percent of Total,Percent of students receiving free or reduced-price lunch,Total Number in Cohort,Total Number of Grads,Percentage of Grads per Cohort,Total Number of Regents,All Regents as Percentage of Cohort,All Regents as Percentage of Grads,Number of Advanced Regents,Percentage of Advanced Regents per Cohort,Advanced Regents Percentage of Grads,Number of non-Advanced Regents,Percentage of non-Advanced Regents per Cohort,Non-Advanced Regents Percentage of Grads,Number of Local Diplomas,Percentage of Local per Cohort,Local as Percentage of Grads,Number Still Enrolled,Percentage of Cohort Still Enrolled,Number Dropped Out,Dropped Out Percentage of Cohort,Total Enrollment_y,Number of Students with Disabilities,Percentage of Students with Disabilities,Number of Students in Poverty,Percentage of Students in Poverty,Economic Need Index,School Name,Latitude,Longitude
10,02M300,354.14285714285717,35.0,9.883017345703912,50.714285714285715,14.320290439693423,258.14285714285717,72.89229528035499,96.0,27.107704719645014,68.21428571428571,45.688442211055275,32.31658291457286,70.73251209854817,30.51005025125628,66.77848658161021,94.40988959726326,0.4798994974874372,1.484994557611569,1.050373955125385,30.030150753768844,65.72811262648483,92.92489503965169,1.806532663316583,3.954025516937968,5.5901104027367445,7.238693467336684,15.843598768147823,5.296482412060302,11.592608886933569,283.2,75.8,26.76553672316384,237.0,83.6864406779661,86.58,Urban Assembly School of Design and Construction,40.76503,-73.99252
11,02M303,332.85714285714283,54.714285714285715,16.43776824034335,68.42857142857143,20.557939914163093,173.0,51.97424892703864,159.85714285714286,48.02575107296138,77.67142857142858,49.49732620320856,32.36898395721925,65.39541918755401,32.1096256684492,64.87143474503024,99.19874442425244,2.165775401069519,6.6908970758301685,4.375540190146932,29.94385026737968,60.49589455488332,92.50784734842227,0.25935828877005346,0.5239844425237683,0.8012555757475632,4.96524064171123,10.03133102852204,10.756684491978609,21.73184961106309,353.8,92.4,26.116449971735445,290.8,82.19332956472584,86.6,Facing History School,40.76503,-73.99252
12,02M305,239.14285714285714,9.714285714285714,4.062126642771804,31.714285714285715,13.261648745519713,104.14285714285714,43.54838709677419,135.0,56.451612903225815,65.54285714285714,38.640866873065015,31.44891640866873,81.3877093181636,27.804953560371516,71.95737521031968,88.41307343965347,0.25386996904024767,0.8072455207718056,0.6569986379296531,27.55108359133127,71.30037657239004,87.60582791888167,3.6439628482972135,9.430334107843922,11.586926560346525,2.3684210526315788,6.129316561172982,4.244582043343653,10.984696739043347,328.6,68.8,20.9373097991479,284.6,86.60986001217286,86.08,Urban Assembly Academy of Government and Law,40.71687,-73.98953
13,02M308,250.42857142857142,10.142857142857142,4.050199657729606,58.42857142857143,23.331431831146606,101.85714285714286,40.67313177410155,148.57142857142858,59.326868225898465,67.64285714285714,37.92550143266476,29.04297994269341,76.57902689634331,23.46704871060172,61.876699909338164,80.8011049723757,0.4154727793696275,1.430544593528019,1.0954971290420066,23.05157593123209,60.78120278029615,79.37056037884767,5.5759312320916905,14.702326987005135,19.198895027624307,3.644699140401146,9.610154125113327,4.020057306590258,10.599879117558173,323.4,107.6,33.27149041434756,256.4,79.282622139765,84.84,Lower Manhattan Arts Academy,40.71687,-73.98953
14,02M316,291.14285714285717,12.571428571428571,4.317958783120706,44.57142857142857,15.309126594700684,0.0,0.0,291.14285714285717,100.0,71.4,51.25185185185185,39.82962962962963,77.71354241942477,32.91481481481482,64.2217083393554,82.63901803979915,3.6777777777777776,9.233773479635484,7.175892470010116,29.237037037037037,57.04581586934528,73.40524456016367,6.9148148148148145,13.491834080069372,17.360981960200856,5.525925925925926,10.781904899551959,5.42962962962963,10.594016476369417,170.2,28.0,16.45123384253819,147.6,86.72150411280846,85.7,Urban Assembly School of Business for Young Women,40.70523,-74.01332
15,02M374,434.75,14.5,3.3352501437607818,49.5,11.385853939045429,138.0,31.74238067855089,296.75,68.2576193214491,63.375,56.91860465116279,45.526162790697676,79.98467824310521,38.95639534883721,68.44228804902963,85.56924845156759,1.625,3.5693761573335037,2.8549540347293156,37.33139534883721,65.58733401430031,81.9998722942341,6.569767441860465,11.542390194075589,14.430751548432411,5.718023255813954,10.045965270684373,4.354651162790698,7.650663942798774,481.8,88.4,18.34786218347862,393.4,81.65213781652137,77.78,Gramercy Arts High School,40.73552,-73.9876
16,02M376,262.75,2.0,0.7611798287345386,22.75,8.658420551855375,122.0,46.43196955280685,140.75,53.56803044719315,47.325,48.84518828451883,47.65271966527197,97.5586774027754,47.30125523012552,96.8391296899092,99.26244622003686,0.0,0.0,0.0,47.30125523012552,96.8391296899092,99.26244622003686,0.3514644351464435,0.7195477128661983,0.7375537799631223,0.6736401673640168,1.3791331163268803,0.5188284518828452,1.0621894808977215,468.6,90.0,19.206145966709347,195.2,41.655996585574044,40.54,NYC iSchool,40.72435,-74.00476
17,02M392,222.0,18.666666666666668,8.408408408408409,32.666666666666664,14.714714714714713,123.33333333333333,55.55555555555556,98.66666666666667,44.44444444444445,66.2,47.733668341708544,41.55778894472362,87.06179597852406,37.92964824120603,79.46099589430466,91.2696493349456,1.6482412060301508,3.966142684401451,3.4529950521107486,36.28140703517588,76.00800084219391,87.30350665054414,3.628140703517588,7.600800084219392,8.730350665054413,2.5175879396984926,5.274239393620381,3.07035175879397,6.4322560269502045,409.8,86.4,21.08345534407028,358.6,87.50610053684724,84.55999999999999,Manhattan Business Academy,40.74289,-74.00213
18,02M393,205.66666666666666,18.333333333333332,8.914100486223662,46.666666666666664,22.690437601296594,154.66666666666666,75.20259319286872,51.0,24.79740680713128,67.39999999999999,51.06976744186046,38.377906976744185,75.14799635701274,32.53488372093023,63.70673952641166,84.77503408574458,0.5116279069767442,1.3331313437357977,1.0018214936247725,32.02325581395349,62.70491803278689,83.44190274200879,5.843023255813954,11.441256830601093,15.224965914255417,6.238372093023256,12.215391621129326,5.255813953488372,10.29143897996357,437.4,106.2,24.279835390946506,342.0,78.18930041152264,83.0,Business of Sports School,40.76336,-73.99051
19,02M399,167.66666666666666,52.0,31.01391650099404,27.666666666666668,16.50099403578529,82.0,48.9065606361829,85.66666666666667,51.093439363817104,75.26666666666667,38.4025974025974,29.22943722943723,76.11317777026267,27.316017316017316,71.13065043399843,93.4537914691943,3.5757575757575757,12.23341232227488,9.311238868222297,23.74025974025974,61.81941156577613,81.22037914691943,1.9134199134199135,4.982527336264233,6.546208530805687,5.1645021645021645,13.44831473340097,3.5757575757575757,9.311238868222297,270.8,49.4,18.242245199409158,212.2,78.36041358936484,83.34,High School for Language and Diplomacy,40.73552,-73.9876
20,02M400,1444.7142857142858,85.0,5.88351626619203,165.71428571428572,11.470384653416394,706.8571428571429,48.92712350440028,737.8571428571429,51.07287649559973,48.6,146.9089376053963,122.5902192242833,83.4463996694101,105.92242833052276,72.10073808785886,86.40365357103555,33.561551433389546,27.37702211951139,22.845139295430283,72.36087689713322,49.25559879242857,59.02663145152416,16.66779089376054,11.345661581551248,13.596346428964454,10.885328836424957,7.409575628178197,10.563237774030354,7.19033024553187,1151.2,206.6,17.946490618485058,915.2,79.49965253648367,77.48,High School for Environmental Studies,40.76776,-73.98751
21,02M407,449.2857142857143,2.5,0.5564387917329094,37.714285714285715,8.394276629570747,235.14285714285714,52.33704292527822,214.14285714285714,47.66295707472178,18.414285714285715,31.575688073394495,28.020642201834864,88.74119270719838,19.525229357798164,61.83627515072274,69.68159122534173,0.0,0.0,0.0,19.525229357798164,61.83627515072274,69.68159122534173,8.495412844036696,26.904917556475628,30.318408774658256,2.44954128440367,7.757681412072348,1.0091743119266054,3.1960485218275583,491.2,89.4,18.200325732899024,145.2,29.560260586319213,35.46,Institute for Collaborative Education,40.73249,-73.98305
