,DBN,Total Enrollment_x,Number of English Language Learners,ELL as Percent of Total,Sped,Sped as percent of total,Number of Male Students,Male Students as Percent of Total,Number of Female Students,Female Students as Percent of Total,Percent of students receiving free or reduced-price lunch,Total Number in Cohort,Total Number of Grads,Percentage of Grads per Cohort,Total Number of Regents,All Regents as Percentage of Cohort,All Regents as Percentage of Grads,Number of Advanced Regents,Percentage of Advanced Regents per Cohort,Advanced Regents Percentage of Grads,Number of non-Advanced Regents,Percentage of non-Advanced Regents per Cohort,Non-Advanced Regents Percentage of Grads,Number of Local Diplomas,Percentage of Local per Cohort,Local as Percentage of Grads,Number Still Enrolled,Percentage of Cohort Still Enrolled,Number Dropped Out,Dropped Out Percentage of Cohort,Total Enrollment_y,Number of Students with Disabilities,Percentage of Students with Disabilities,Number of Students in Poverty,Percentage of Students in Poverty,Economic Need Index,School Name,Latitude,Longitude
72,04M610,425.85714285714283,5.857142857142857,1.3753773901375377,23.571428571428573,5.535055350553506,0.0,0.0,425.85714285714283,100.0,69.2,43.809375,43.525,99.35088094728582,39.003125,89.02917469149011,89.61085582998277,9.45,21.71165996553705,21.570725444040228,29.553125,67.45844924744989,67.89919586444573,4.521875,10.321706255795704,10.38914417001723,0.221875,0.5064555246451244,0.04375,0.0998644696483344,475.0,95.2,20.042105263157893,379.4,79.8736842105263,80.47999999999999,Young Women's Leadership School,40.79271,-73.9473
73,04M680,317.85714285714283,18.285714285714285,5.752808988764045,69.57142857142857,21.8876404494382,158.28571428571428,49.79775280898877,159.57142857142858,50.20224719101124,73.8,43.3551637279597,28.042821158690177,64.68161747617941,21.392947103274558,49.34348129212177,76.28671517111289,1.7128463476070528,6.107967304410311,3.9507320474087844,19.680100755667507,45.392749244712995,70.1787478667026,6.6498740554156175,15.338136184057635,23.713284828887094,7.340050377833753,16.930048803160584,6.712846347607053,15.483383685800606,311.4,72.2,23.185613359023765,280.6,90.10918432883753,88.4,Heritage School,40.79188,-73.94659
74,05M304,367.57142857142856,22.857142857142858,6.218422075398368,45.714285714285715,12.436844150796736,187.71428571428572,51.068791294209106,179.85714285714286,48.93120870579091,76.22857142857143,53.17438692098093,40.23433242506812,75.66487317448116,34.69209809264305,65.24212144504227,86.22511174319382,1.7574931880108993,4.368143031288095,3.3051498847040737,32.93460490463215,61.93697156033819,81.85696871190574,5.5422343324250685,10.422751729438893,13.774888256806179,6.1035422343324255,11.478349987189342,4.397820163487738,8.270561106840892,247.2,72.4,29.28802588996764,226.8,91.74757281553399,91.1,Mott Hall High School,40.81736,-73.94771
75,05M362,430.5,2.0,0.4645760743321719,1.5,0.34843205574912894,208.0,48.31591173054588,222.5,51.68408826945412,44.5,43.8062015503876,43.42635658914729,99.13289683241905,43.1937984496124,98.60201734206335,99.46447697250981,22.643410852713178,52.14209210996073,51.68996637763228,20.550387596899224,46.912050964431074,47.322384862549086,0.23255813953488372,0.5308794903556892,0.5355230274901821,0.3798449612403101,0.8671031675809592,0.0,0.0,694.4,123.0,17.713133640552996,329.4,47.43663594470046,51.8,Columbia Secondary School,40.81092,-73.95693
76,05M369,283.8,11.8,4.157857646229739,39.0,13.742071881606766,61.6,21.705426356589147,222.2,78.29457364341084,79.08,39.83458646616541,30.924812030075188,77.6330690826727,27.195488721804512,68.2710456776142,87.94067590566496,0.018796992481203006,0.06078288353999513,0.04718761796904492,27.17669172932331,68.22385805964515,87.87989302212497,3.7293233082706765,9.362023405058514,12.059324094335034,2.9210526315789473,7.332955832389581,5.511278195488722,13.835409588523973,367.2,90.8,24.727668845315904,313.0,85.23965141612202,87.22,Urban Assembly School for the Performing Arts,40.81523,-73.9552
77,05M499,1503.2857142857142,18.714285714285715,1.2448921410244227,93.14285714285714,6.19595172479331,738.0,49.09246412619975,765.2857142857143,50.90753587380025,62.94285714285714,135.985,112.9725,83.07717762988564,109.215,80.3140052211641,96.67396932881897,33.9275,30.031644869326605,24.949442953266903,75.2875,55.364562267897185,66.64232445949236,3.7575,2.76317240872155,3.32603067118104,12.4775,9.175644372541088,7.91,5.816818031400522,1112.4,212.8,19.129809421071556,907.6,81.5893563466379,83.8,Frederick Douglass Academy,40.82431,-73.93698
78,05M670,572.0,8.857142857142858,1.5484515484515486,52.857142857142854,9.24075924075924,258.2857142857143,45.154845154845155,313.7142857142857,54.845154845154845,68.25714285714285,54.20821114369502,45.73900293255132,84.37652150392209,35.442815249266864,65.38274276440357,77.48926075527345,0.5982404692082112,1.3079438353529524,1.1035975114958074,34.84457478005865,64.27914525290775,76.18131691992049,10.296187683284458,18.99377873951853,22.510739244726548,4.219941348973607,7.784690289423857,3.2609970674486806,6.015688395996754,540.2,130.4,24.139207700851536,421.8,78.0821917808219,82.9,Thurgood Marshall Academy for Learning and Social Change,40.81536,-73.9439
79,05M692,428.57142857142856,1.3333333333333333,0.3111111111111111,4.285714285714286,1.0,272.14285714285717,63.500000000000014,156.42857142857142,36.5,18.342857142857145,54.868493150684934,51.18904109589041,93.29405302841164,51.18904109589041,93.29405302841164,100.0,45.673972602739724,89.22607578676943,83.24262245967942,5.515068493150685,10.051430568732211,10.773924213230572,0.0,0.0,0.0,0.3917808219178082,0.7140360513307035,0.37534246575342467,0.6840764967294153,499.2,29.2,5.8493589743589745,197.2,39.503205128205124,39.08,"High School for Mathematics, Science, and Engineering at City College",40.82112,-73.94885
80,06M293,460.0,42.75,9.293478260869566,72.5,15.760869565217392,188.5,40.97826086956522,271.5,59.02173913043478,78.725,49.385416666666664,47.880208333333336,96.95211980594813,47.208333333333336,95.59164733178656,98.59675840313282,9.765625,20.39595344283694,19.77430921746467,37.442708333333336,75.81733811432188,78.20080496029588,0.671875,1.3604724741615692,1.4032415968671814,1.296875,2.626028264079308,0.10416666666666667,0.21092596498628985,604.0,98.2,16.258278145695364,504.4,83.50993377483444,81.5,City College Academy of the Arts,40.86111,-73.93045
81,06M346,438.25,124.5,28.40844266970907,81.5,18.596691386195094,228.25,52.08214489446663,210.0,47.91785510553337,85.4,42.02904564315353,30.605809128630707,72.82061407838879,25.821576763485478,61.43745680718729,84.3682212581345,0.6597510373443983,2.155639913232104,1.5697502221344652,25.16182572614108,59.867706585052815,82.21258134490238,4.784232365145228,11.3831572712015,15.63177874186551,8.311203319502075,19.774903741731663,2.5809128630705396,6.140783887846776,677.8,145.2,21.422248450870462,624.2,92.09206255532607,90.0,Community Health Academy of the Heights,40.83356,-73.9418
82,06M348,471.0,100.0,21.231422505307858,84.25,17.887473460721868,260.75,55.360934182590235,210.25,44.639065817409765,92.15,51.90547263681592,41.318407960199,79.60318221029425,38.601990049751244,74.36978817214607,93.42564720048165,6.298507462686567,15.243829018663458,12.13457298955238,32.30348258706468,62.23521518259369,78.18181818181819,2.716417910447761,5.233394038148184,6.574352799518363,7.7711442786069655,14.971724336240774,2.4776119402985075,4.773315441387903,895.2,205.8,22.98927613941019,735.8,82.19392314566576,85.24,Washington Heights Expeditionary Learning School,40.84888,-73.93081
83,06M423,131.66666666666666,26.333333333333332,20.0,51.0,38.734177215189874,71.0,53.92405063291139,60.666666666666664,46.07594936708861,85.60000000000001,35.4040404040404,16.646464646464647,47.01854493580599,13.737373737373737,38.80171184022825,82.52427184466019,0.0,0.0,0.0,13.737373737373737,38.80171184022825,82.52427184466019,2.909090909090909,8.216833095577748,17.475728155339805,10.308080808080808,29.115549215406567,7.96969696969697,22.510699001426534,178.8,31.4,17.561521252796418,169.85999999999999,94.99999999999999,95.0,High School for Excellence and Innovation,40.86605,-73.92486
84,06M462,672.0,237.57142857142858,35.35289115646258,85.71428571428571,12.755102040816327,394.57142857142856,58.71598639455782,277.42857142857144,41.284013605442176,85.87142857142858,73.72988505747126,50.95977011494253,69.11684464884247,38.73946360153257,52.54241691999897,76.0196985075749,2.2203065134099615,4.356979060937558,3.0114064489308077,36.519157088122604,49.53101047106815,71.66271944663734,12.258620689655173,16.626393327617116,24.055486635840758,8.0,10.850417023930158,9.327586206896552,12.65102502143581,385.6,80.6,20.902489626556015,364.39,94.49948132780082,92.92,College Academy,40.85594,-73.92703
85,06M463,611.7142857142857,164.85714285714286,26.950023353573098,70.28571428571429,11.489957963568429,365.7142857142857,59.78514712751052,246.0,40.214852872489494,85.3,70.41286307053942,46.2655601659751,65.70611980317629,35.42323651452282,50.30790535961578,76.56502242152466,2.6058091286307055,5.632286995515695,3.700757240932261,32.81742738589212,46.607148118683526,70.93273542600897,10.821576763485478,15.368749815846078,23.390134529147986,10.238589211618256,14.540793777070625,11.491701244813278,16.320457291022127,362.4,67.8,18.70860927152318,341.86,94.33222958057395,92.9,High School for Media and Communications,40.85594,-73.92703
86,06M467,659.5714285714286,171.14285714285714,25.9475850119125,80.85714285714286,12.259042668399395,347.42857142857144,52.674897119341566,312.14285714285717,47.32510288065844,78.98571428571428,79.91260162601625,58.78048780487805,73.55596815626829,48.073170731707314,60.157183915354686,81.78423236514523,3.252032520325203,5.532503457814661,4.069486481674594,44.82113821138211,56.08769743368009,76.25172890733056,10.707317073170731,13.3987842409136,18.21576763485477,7.186991869918699,8.993565124500853,10.408536585365853,13.024900170409747,457.4,117.6,25.710537822474862,416.4,91.0362920857018,92.88,High School for Law and Public Service,40.85594,-73.92703
87,06M468,662.7142857142857,194.57142857142858,29.359775813752968,83.14285714285714,12.545807286053028,339.57142857142856,51.23949126967019,323.14285714285717,48.76050873032982,83.85714285714286,76.27151051625239,49.814531548757174,65.31210829781901,35.91586998087954,47.089496114314365,72.09918243580393,3.5162523900573612,7.058688058956742,4.610177989471046,32.39961759082218,42.47931812484332,65.04049437684719,13.898661567877628,18.222612183504637,27.900817564196057,8.806883365200765,11.54675357232389,14.095602294455066,18.48082226121835,415.6,77.4,18.623676612127046,384.13,92.42781520692974,92.6,High School for Health Careers and Sciences,40.85594,-73.92703
88,06M540,1469.2857142857142,46.0,3.1307729703451628,94.14285714285714,6.407389402041809,695.7142857142857,47.35051045211473,773.5714285714286,52.649489547885274,69.15714285714286,159.2565130260521,124.06412825651303,77.90207502296494,113.25851703406813,71.11703934867684,91.29030173806292,23.917835671342687,19.27860696517413,15.018434861392493,89.34068136272545,56.098604487284355,72.0116947728888,10.80561122244489,6.785035674288088,8.709698261937069,14.797595190380761,9.291673482741698,14.739478957915832,9.255181265650759,1452.8,242.8,16.712555066079297,1259.2,86.67400881057269,86.56,A. Philip Randolph Campus High School,40.81832,-73.95061
89,06M552,441.0,340.7142857142857,77.25947521865889,1.0,0.22675736961451248,205.57142857142858,46.614836410754776,235.42857142857142,53.385163589245224,93.89999999999999,69.05714285714286,50.38857142857143,72.96648738105088,39.27142857142857,56.86801820438559,77.93717396234973,6.7628571428571425,13.421410750737127,9.793131981795613,32.50857142857143,47.07488622258998,64.51576321161261,11.117142857142857,16.098469176665287,22.06282603765026,8.605714285714285,12.461729416632187,9.325714285714286,13.504344228382289,529.6,17.2,3.2477341389728096,485.95,91.75793051359517,95.0,Gregorio Luperon High School for Science and Mathematics,40.83803,-73.93837
90,07X221,542.1428571428571,35.42857142857143,6.534914361001317,97.28571428571429,17.944664031620555,250.42857142857142,46.19235836627141,291.7142857142857,53.8076416337286,80.71428571428571,46.629392971246006,41.95846645367412,89.98287084618019,35.51757188498402,76.16992120589242,84.64935658265438,4.140575079872204,9.86827076829361,8.879753340184994,31.376996805111823,67.29016786570745,74.78108581436078,6.440894568690096,13.81294964028777,15.35064341734562,2.5303514376996805,5.4265159301130526,1.8913738019169328,4.056183624528948,647.8,166.8,25.748687866625502,612.6899999999999,94.58011732016054,93.78,South Bronx Preparatory (College Board),40.81401,-73.92084
91,07X334,276.5,235.0,84.99095840867993,6.8,2.4593128390596743,148.0,53.52622061482821,128.5,46.473779385171795,85.0,50.21900826446281,26.917355371900825,53.59993417263227,24.619834710743802,49.02493211552704,91.46453791832975,0.40082644628099173,1.4891003991403131,0.7981568337036122,24.21900826446281,48.22677528182343,89.97543751918946,2.2975206611570247,4.575002057105242,8.535462081670248,11.066115702479339,22.03571134699251,11.921487603305785,23.738994486957953,405.2,32.6,8.045409674234946,384.93999999999994,94.99999999999999,95.0,International Community High School,40.81004,-73.91781
92,07X427,343.7142857142857,27.857142857142858,8.104738154613466,57.857142857142854,16.83291770573566,149.85714285714286,43.599334995843726,193.85714285714286,56.40066500415628,85.72857142857143,44.91968911917098,30.4559585492228,67.80091124055599,23.269430051813472,51.8022954034258,76.40353861857776,0.0,0.0,0.0,23.269430051813472,51.8022954034258,76.40353861857776,7.186528497409326,15.99861583713017,23.59646138142225,4.875647668393782,10.854143837591558,8.621761658031089,19.193725128323436,318.2,87.8,27.592708988057822,293.8,92.3318667504714,93.74,Community School for Social Justice,40.81608,-73.93032
93,07X473,344.2857142857143,34.0,9.87551867219917,60.142857142857146,17.468879668049794,175.85714285714286,51.07883817427387,168.42857142857142,48.92116182572614,77.27142857142857,50.382278481012655,32.82025316455696,65.14245515300739,22.921518987341774,45.495201246168534,69.83955569268745,0.2,0.6093798210428881,0.39696497663434005,22.72151898734177,45.09823626953419,69.23017587164455,9.89873417721519,19.647253906838852,30.160444307312556,8.620253164556962,17.10969298025225,6.443037974683544,12.788302095372092,285.6,85.8,30.04201680672269,269.43,94.33823529411765,93.66,Mott Haven Village Preparatory High School,40.81817,-73.91109
94,07X495,439.14285714285717,24.571428571428573,5.595315549772284,33.0,7.514638906961613,192.14285714285714,43.75406636304489,247.0,56.2459336369551,86.37142857142858,63.63549160671463,57.1294964028777,89.77615315043714,42.565947242206235,66.89026228519747,74.50782856902993,0.0,0.0,0.0,42.565947242206235,66.89026228519747,74.50782856902993,14.563549160671462,22.885890865239674,25.492171430970068,1.7937649880095923,2.818812179680434,4.107913669064748,6.455381368706663,552.2,102.4,18.544005795001812,459.0,83.12205722564288,81.28,University Heights Secondary School,40.81817,-73.91109
95,07X500,539.7142857142857,31.0,5.743779777660138,60.57142857142857,11.222869242985707,230.42857142857142,42.69454737956591,309.2857142857143,57.305452620434096,67.55714285714285,49.38482384823848,42.87262872628726,86.81336772210942,37.14905149051491,75.22361850408824,86.64981036662454,12.490514905149052,29.13400758533502,25.29221313724414,24.658536585365855,49.9314053668441,57.515802781289516,5.734417344173441,11.61169950063107,13.375474083438684,3.937669376693767,7.973440158042035,2.306233062330623,4.6699226252537995,541.0,112.8,20.850277264325324,456.0,84.28835489833642,87.97999999999999,Hostos-Lincoln Academy of Science,40.81496,-73.91252
96,07X522,138.0,28.0,20.28985507246377,27.0,19.565217391304348,117.0,84.78260869565217,21.0,15.217391304347828,60.0,62.475806451612904,36.12096774193548,57.81592874661159,28.419354838709676,45.48857622305408,78.67827640098236,0.0967741935483871,0.2679169457468185,0.1548986704530786,28.322580645161292,45.33367755260101,78.41035945523555,7.701612903225806,12.327352523557506,21.321723599017638,12.766129032258064,20.43371627726862,12.564516129032258,20.111010713824705,379.0,128.6,33.931398416886545,340.21,89.76517150395777,90.53999999999999,Bronx Design and Construction Academy,40.81825,-73.91974
97,07X527,440.14285714285717,46.57142857142857,10.580980201233364,73.14285714285714,16.617981174943196,219.28571428571428,49.821486530347286,220.85714285714286,50.17851346965271,66.62857142857142,58.16743119266055,40.862385321100916,70.24959583612633,33.58256880733945,57.73431647017073,82.18455321059722,3.3279816513761467,8.144364616075437,5.721383226213477,30.254587155963304,52.012933243957264,74.04018859452178,7.279816513761468,12.5152793659556,17.815446789402785,5.623853211009174,9.66838847048618,9.520642201834862,16.367651117858127,497.4,139.6,28.065942903096097,460.46999999999997,92.57539203860073,92.34,Bronx Leadership Academy II High School,40.82278,-73.92352
98,07X548,360.42857142857144,14.285714285714286,3.963535473642489,51.142857142857146,14.189456995640112,293.14285714285717,81.33174791914388,67.28571428571429,18.668252080856124,75.57142857142857,61.787654320987656,48.79259259259259,78.9681905370844,38.330864197530865,62.03644501278772,78.55877738980821,2.303703703703704,4.7214209807196,3.7284207161125322,36.02716049382716,58.308024296675185,73.83735640908861,10.461728395061728,16.931745524296673,21.441222610191794,6.474074074074074,10.477941176470587,5.274074074074074,8.535805626598465,516.4,138.0,26.723470178156468,460.6,89.19442292796282,91.8,Urban Assembly School for Careers in Sports,40.82278,-73.92352
99,07X551,455.2857142857143,40.285714285714285,8.848446815186696,79.28571428571429,17.414496391590838,182.42857142857142,40.069030436146846,272.85714285714283,59.930969563853154,78.67142857142858,44.04683195592286,34.98347107438016,79.42335355556945,30.876033057851238,70.0981925073488,88.25891802504134,2.239669421487603,6.402078903850697,5.084745762711865,28.636363636363637,65.01344674463694,81.85683912119065,4.107438016528926,9.325161048220654,11.74108197495866,4.415977961432507,10.025642629307649,3.8181818181818183,8.668459565951594,589.8,169.2,28.687690742624618,545.8,92.53984401492032,94.92,Urban Assembly Bronx Academy of Letters,40.81336,-73.92554
100,07X600,1098.4285714285713,99.71428571428571,9.077903498504357,210.57142857142858,19.17024320457797,975.0,88.7631681623098,123.42857142857143,11.236831837690207,80.25714285714285,100.25910931174089,54.32995951417004,54.18954934582458,35.10323886639676,35.012518171539334,64.61120011922947,6.101214574898785,11.229926599351689,6.085446616055565,29.002024291497975,28.927071555483767,53.38127351987778,19.246963562753038,19.197221773542243,35.42605909311077,15.676113360323887,15.63560006460992,26.42914979757085,26.360846389920855,446.6,130.0,29.108822212270486,402.0,90.01343484102105,89.52000000000001,Alfred E. Smith Career and Technical Education High School,40.81825,-73.91974
101,07X670,607.8571428571429,41.857142857142854,6.886016451233842,82.42857142857143,13.560517038777908,168.0,27.63807285546416,439.85714285714283,72.36192714453583,78.88571428571429,72.53617021276595,49.736170212765956,68.56740584301303,41.306382978723406,56.94591106417929,83.05099247091034,3.772340425531915,7.5847022587268995,5.200633579725449,37.53404255319149,51.74527748445384,75.46629021218344,8.429787234042553,11.621494778833744,16.949007529089666,7.036170212765957,9.700222926199695,13.838297872340426,19.07778951073566,429.2,110.2,25.675675675675674,386.4,90.02795899347623,92.17999999999999,Health Opportunities High School,40.81608,-73.93032
102,08X269,400.0,43.333333333333336,10.833333333333334,70.33333333333333,17.583333333333332,177.33333333333334,44.333333333333336,222.66666666666666,55.666666666666664,91.66666666666667,40.888888888888886,29.072222222222223,71.10054347826087,26.461111111111112,64.71467391304348,91.01853621249761,0.0,0.0,0.0,26.461111111111112,64.71467391304348,91.01853621249761,2.611111111111111,6.385869565217392,8.981463787502388,5.511111111111111,13.478260869565217,5.544444444444444,13.559782608695652,630.4,165.6,26.269035532994923,546.6,86.70685279187818,91.94,Bronx Studio School for Writers and Artists,40.82062,-73.89307
103,08X282,302.1666666666667,8.5,2.8130170987313843,29.333333333333332,9.707666850523992,1.25,0.4136789851075565,301.3333333333333,99.72421400992828,63.96666666666667,52.493449781659386,37.262008733624455,70.98411113884036,33.73362445414847,64.26254055403045,90.53088011250439,2.851528384279476,7.652642681354741,5.432160385991182,30.882096069868997,58.83038016803926,82.87823743114966,3.5283842794759823,6.721570584809916,9.469119887495605,7.262008733624454,13.834123617003577,7.292576419213974,13.892355045337329,230.6,45.8,19.861231569817868,215.20999999999998,93.32610581092801,92.08,Women's Academy of Excellence,40.81492,-73.85657
104,08X293,414.42857142857144,15.142857142857142,3.6539124439848325,65.71428571428571,15.856601172009649,147.85714285714286,35.67735263702171,266.57142857142856,64.32264736297827,68.08571428571429,58.476070528967256,43.04030226700252,73.60327374542321,37.831234256926955,64.69524014645704,87.89723181365952,2.3073047858942064,5.360800608649851,3.9457247469308636,35.523929471032744,60.74951539952617,82.53643120500965,5.209068010075566,8.908033598966185,12.102768186340493,4.652392947103275,7.956062890372604,8.942065491183879,15.291837174240792,445.8,105.6,23.687752355316285,340.2,76.31224764468371,81.2,Renaissance High School for Musical Theater and Technology,40.84051,-73.83812
105,08X312,432.0,26.857142857142858,6.216931216931218,73.85714285714286,17.09656084656085,233.57142857142858,54.06746031746032,198.42857142857142,45.932539682539684,78.15714285714286,65.40526315789474,45.47894736842105,69.53407902148547,36.3,55.50012070491671,79.81715079273232,1.7921052631578946,3.940516143964819,2.740001609398889,34.507894736842104,52.76011909551782,75.8766346487675,9.178947368421053,14.033958316568762,20.18284920726768,9.163157894736843,14.00981733322604,10.163157894736843,15.53874627826507,406.6,101.8,25.036891293654694,323.2,79.48844072798819,84.67999999999999,Millennium Art Academy,40.8223,-73.85596
106,08X367,452.0,14.5,3.2079646017699117,99.5,22.013274336283185,273.0,60.39823008849557,179.0,39.60176991150443,83.9,50.57823129251701,31.503401360544217,62.28648285137861,26.857142857142858,53.10020174848689,85.25156553660118,0.8095238095238095,2.5696393867415246,1.60053799596503,26.047619047619047,51.499663752521855,82.68192614985963,4.64625850340136,9.186281102891728,14.748434463398832,13.489795918367347,26.671149966375253,4.625850340136054,9.145931405514457,616.6,168.2,27.27862471618553,508.8,82.51702886798573,85.3,"Archimedes Academy for Math, Science, and Technology Applications",40.81492,-73.85657
107,08X376,400.0,32.5,8.125,98.0,24.5,186.5,46.625,213.5,53.37499999999999,85.69999999999999,35.85496183206107,23.18320610687023,64.65829252714498,20.213740458015266,56.37641047477112,87.19130721106355,1.0,4.313467237405335,2.7890142644241003,19.213740458015266,53.58739621034702,82.87783997365821,2.969465648854962,8.281882052373856,12.80869278893645,6.236641221374046,17.394081328507557,5.893129770992366,16.43602299340004,408.6,114.8,28.095937347038667,351.4,86.0009789525208,90.55999999999999,Antonia Pantoja Preparatory Academy (College Board),40.8223,-73.85596
108,08X405,4061.8571428571427,330.0,8.12436253648929,665.0,16.371821475046602,2373.714285714286,58.43913762177751,1688.142857142857,41.56086237822249,66.9,341.5023183925811,192.403400309119,56.34029110395018,145.72179289026275,42.67080632897643,75.73763907298068,33.595054095826896,17.46073824155521,9.837430754190956,112.12673879443585,32.83337557478547,58.27690083142547,46.68160741885626,13.66948477497375,24.26236092701932,57.10355486862442,16.721278829791085,78.53013910355487,22.995492233607305,891.0,219.0,24.579124579124578,716.4,80.4040404040404,81.12,Herbert H. Lehman High School,40.84051,-73.83812
109,08X432,116.5,92.0,78.96995708154506,9.5,8.15450643776824,58.5,50.21459227467812,58.0,49.78540772532189,73.6,36.233695652173914,21.71195652173913,59.92200389980501,18.831521739130434,51.972401379931,86.7334167709637,0.18478260869565216,0.851063829787234,0.5099745012749363,18.64673913043478,51.46242687865607,85.88235294117646,2.880434782608696,7.949602519874007,13.266583229036296,8.625,23.803809809509524,4.896739130434782,13.51432428378581,337.8,39.6,11.72291296625222,299.79,88.74777975133216,95.0,Bronx Bridges High School,40.8223,-73.85596
110,08X452,309.42857142857144,24.428571428571427,7.894736842105263,60.42857142857143,19.529085872576175,146.14285714285714,47.229916897506925,163.28571428571428,52.77008310249307,72.41428571428573,40.665822784810125,26.98481012658228,66.35746747182968,12.744303797468355,31.339102284753785,47.227694905713484,0.0,0.0,0.0,12.744303797468355,31.339102284753785,47.227694905713484,14.240506329113924,35.01836518707589,52.77230509428652,5.691139240506329,13.99489510054162,6.215189873417722,15.283570939426012,452.2,118.6,26.22733303847855,400.8,88.63334807607254,91.8,Bronx Guild,40.8223,-73.85596
111,08X530,411.42857142857144,56.57142857142857,13.749999999999998,73.42857142857143,17.84722222222222,188.28571428571428,45.763888888888886,223.14285714285714,54.23611111111111,85.28571428571429,54.27972027972028,29.055944055944057,53.53001803658851,18.93240093240093,34.87932663402903,65.15844364219815,0.27972027972027974,0.9626955475330927,0.515331100231899,18.65268065268065,34.36399553379712,64.19574809466505,10.142191142191143,18.685046809241605,34.905736060970725,10.389277389277389,19.14025594777978,12.986013986013987,23.924246328265912,313.8,94.2,30.019120458891013,285.0,90.82217973231357,92.9,Banana Kelly High School,40.81744,-73.89805
112,09X227,350.0,76.42857142857143,21.836734693877553,59.857142857142854,17.10204081632653,174.85714285714286,49.95918367346939,175.14285714285714,50.04081632653061,84.8,51.22950819672131,30.23224043715847,59.01333333333333,24.112021857923498,47.06666666666667,79.7559873474921,1.721311475409836,5.693628558517848,3.36,22.39071038251366,43.70666666666666,74.06235878897424,6.120218579234972,11.946666666666667,20.244012652507905,6.10655737704918,11.919999999999998,13.027322404371585,25.429333333333332,384.2,88.6,23.0609057782405,335.4,87.29828214471628,92.58,Bronx Collegiate Academy,40.84037,-73.91084
113,09X231,390.85714285714283,14.428571428571429,3.6915204678362574,66.57142857142857,17.03216374269006,390.85714285714283,100.0,0.0,0.0,65.78571428571429,66.2043795620438,50.32116788321168,76.00882028665932,40.2043795620438,60.72767364939361,79.89556135770235,1.9452554744525548,3.8656803017116332,2.9382579933847848,38.25912408759124,57.78941565600881,76.02988105599071,10.116788321167883,15.28114663726571,20.10443864229765,8.145985401459853,12.304299889746416,6.412408759124087,9.685777287761852,498.0,147.0,29.518072289156628,404.8,81.285140562249,82.72,Eagle Academy for Young Men,40.84519,-73.89698
114,09X241,490.8,41.4,8.43520782396088,72.4,14.751426242868787,254.8,51.91524042379788,236.0,48.08475957620212,87.58,47.023809523809526,41.59126984126984,88.44725738396623,38.09920634920635,81.02109704641349,91.60385459402728,9.055555555555555,21.77273160957924,19.257383966244724,29.043650793650794,61.76371308016878,69.83112298444804,3.492063492063492,7.4261603375527425,8.396145405972714,3.380952380952381,7.189873417721519,1.9484126984126984,4.143459915611814,605.8,173.2,28.59029382634533,569.8399999999999,94.06404754044239,91.92,Urban Assembly School for Applied Math and Science,40.83933,-73.90131
115,09X250,344.0,19.857142857142858,5.7724252491694354,38.285714285714285,11.129568106312291,154.85714285714286,45.01661129568107,189.14285714285714,54.98338870431893,66.02857142857142,46.0957095709571,39.11221122112211,84.85000357986682,34.366336633663366,74.55430657979522,87.86600286895622,3.8085808580858087,9.73757488819509,8.262332641225747,30.557755775577558,66.29197393856948,78.12842798076113,4.745874587458746,10.295697000071598,12.133997131043795,3.3069306930693068,7.1740531252237405,3.066006600660066,6.651392568196463,404.2,100.8,24.938149430974764,339.8,84.06729341909947,87.84,Eximius College Preparatory Academy (College Board),40.83374,-73.90245
116,09X252,312.7142857142857,24.833333333333332,7.941221257804172,30.714285714285715,9.821836455002284,143.85714285714286,46.002740977615346,168.71428571428572,53.95157606212882,67.47142857142858,53.73607038123167,44.457478005865106,82.73302772320454,39.93255131964809,74.31237721021611,89.82189973614774,2.190615835777126,4.927440633245382,4.076620825147347,37.74193548387097,70.23575638506875,84.89445910290236,4.524926686217009,8.42065051298843,10.178100263852242,4.551319648093842,8.469766426544425,3.6803519061583576,6.848941279196683,361.6,86.8,24.00442477876106,333.6,92.2566371681416,91.58,Mott Hall Bronx High School,40.83933,-73.90131
117,09X260,342.14285714285717,10.571428571428571,3.089770354906054,28.857142857142858,8.434237995824635,160.0,46.764091858037574,182.14285714285714,53.23590814196242,73.78571428571429,58.51851851851852,53.108024691358025,90.7542194092827,50.638888888888886,86.53481012658227,95.35072935433253,20.864197530864196,39.286336955890036,35.654008438818565,29.77469135802469,50.88080168776371,56.064392398442486,2.4691358024691357,4.219409282700422,4.64927064566746,3.0,5.126582278481013,2.169753086419753,3.707805907172996,438.2,99.6,22.729347329986307,381.2,86.99224098585121,84.38,Bronx Center for Science and Mathematics,40.83374,-73.90245
118,09X263,319.42857142857144,38.285714285714285,11.985688729874775,42.285714285714285,13.23792486583184,110.14285714285714,34.48121645796064,209.28571428571428,65.51878354203934,77.8,57.126801152737755,39.63976945244957,69.38909347727387,31.65129682997118,55.40533723452554,79.84732824427479,0.1440922190201729,0.3635041802980734,0.25223225546082834,31.507204610951007,55.153104979064715,79.48382406397673,7.988472622478386,13.98375624274832,20.152671755725187,8.060518731988473,14.109872370478737,7.69164265129683,13.464157796499016,343.2,93.0,27.0979020979021,315.61,91.96095571095572,93.36,Validus Preparatory Academy: An Expeditionary Learning School,40.83933,-73.90131
