Total Enrollment,Number of English Language Learners,ELL as Percent of Total,Sped,Sped as percent of total,Number of Male Students,Male Students as Percent of Total,Number of Female Students,Female Students as Percent of Total,Percent of students receiving free or reduced-price lunch
430.5,2.0,0.4645760743321719,1.5,0.34843205574912894,208.0,48.31591173054588,222.5,51.68408826945412,44.5
347.2,29.8,8.582949308755762,68.4,19.700460829493093,159.4,45.91013824884793,187.8,54.08986175115208,69.96000000000001
283.8,11.8,4.157857646229739,39.0,13.742071881606766,61.6,21.705426356589147,222.2,78.29457364341084,79.08
430.57142857142856,9.571428571428571,2.2229595222295955,42.142857142857146,9.787657597876578,156.0,36.23092236230923,274.57142857142856,63.76907763769077,72.94285714285715
1503.2857142857142,18.714285714285715,1.2448921410244227,93.14285714285714,6.19595172479331,738.0,49.09246412619975,765.2857142857143,50.90753587380025,62.94285714285714
572.0,8.857142857142858,1.5484515484515486,52.857142857142854,9.24075924075924,258.2857142857143,45.154845154845155,313.7142857142857,54.845154845154845,68.25714285714285
519.8571428571429,68.42857142857143,13.162956856279198,94.14285714285714,18.109370706237975,253.85714285714286,48.83209672987084,266.0,51.16790327012916,68.41428571428571
428.57142857142856,1.3333333333333333,0.3111111111111111,4.285714285714286,1.0,272.14285714285717,63.500000000000014,156.42857142857142,36.5,18.342857142857145
423.0,108.0,25.53191489361702,68.0,16.07565011820331,229.0,54.1371158392435,194.0,45.8628841607565,99.2
460.0,42.75,9.293478260869566,72.5,15.760869565217392,188.5,40.97826086956522,271.5,59.02173913043478,78.725
395.0,143.0,36.20253164556962,83.0,21.012658227848103,211.0,53.417721518987335,184.0,46.58227848101266,77.1
438.25,124.5,28.40844266970907,81.5,18.596691386195094,228.25,52.08214489446663,210.0,47.91785510553337,85.4
471.0,100.0,21.231422505307858,84.25,17.887473460721868,260.75,55.360934182590235,210.25,44.639065817409765,92.15
131.66666666666666,26.333333333333332,20.0,51.0,38.734177215189874,71.0,53.92405063291139,60.666666666666664,46.07594936708861,85.60000000000001
672.0,237.57142857142858,35.35289115646258,85.71428571428571,12.755102040816327,394.57142857142856,58.71598639455782,277.42857142857144,41.284013605442176,85.87142857142858
611.7142857142857,164.85714285714286,26.950023353573098,70.28571428571429,11.489957963568429,365.7142857142857,59.78514712751052,246.0,40.214852872489494,85.3
659.5714285714286,171.14285714285714,25.9475850119125,80.85714285714286,12.259042668399395,347.42857142857144,52.674897119341566,312.14285714285717,47.32510288065844,78.98571428571428
662.7142857142857,194.57142857142858,29.359775813752968,83.14285714285714,12.545807286053028,339.57142857142856,51.23949126967019,323.14285714285717,48.76050873032982,83.85714285714286
1469.2857142857142,46.0,3.1307729703451628,94.14285714285714,6.407389402041809,695.7142857142857,47.35051045211473,773.5714285714286,52.649489547885274,69.15714285714286
441.0,340.7142857142857,77.25947521865889,1.0,0.22675736961451248,205.57142857142858,46.614836410754776,235.42857142857142,53.385163589245224,93.89999999999999
1064.0,128.5,12.077067669172932,197.0,18.515037593984964,489.5,46.005639097744364,574.5,53.994360902255636,83.5
587.0,102.0,17.37649063032368,136.0,23.168654173764907,296.0,50.4258943781942,291.0,49.57410562180579,91.9
542.1428571428571,35.42857142857143,6.534914361001317,97.28571428571429,17.944664031620555,250.42857142857142,46.19235836627141,291.7142857142857,53.8076416337286,80.71428571428571
136.28571428571428,7.0,5.136268343815513,9.857142857142858,7.232704402515725,50.142857142857146,36.79245283018868,86.14285714285714,63.20754716981132,74.37142857142858
276.5,235.0,84.99095840867993,6.8,2.4593128390596743,148.0,53.52622061482821,128.5,46.473779385171795,85.0
85.0,1.0,1.1764705882352942,8.0,9.411764705882353,10.0,11.76470588235294,75.0,88.23529411764706,60.0
162.0,7.4,4.567901234567901,12.8,7.901234567901234,67.8,41.85185185185185,94.2,58.14814814814815,76.53999999999999
126.75,11.0,8.678500986193294,8.5,6.70611439842209,43.5,34.319526627218934,83.25,65.68047337278107,74.15
343.7142857142857,27.857142857142858,8.104738154613466,57.857142857142854,16.83291770573566,149.85714285714286,43.599334995843726,193.85714285714286,56.40066500415628,85.72857142857143
344.2857142857143,34.0,9.87551867219917,60.142857142857146,17.468879668049794,175.85714285714286,51.07883817427387,168.42857142857142,48.92116182572614,77.27142857142857
439.14285714285717,24.571428571428573,5.595315549772284,33.0,7.514638906961613,192.14285714285714,43.75406636304489,247.0,56.2459336369551,86.37142857142858
539.7142857142857,31.0,5.743779777660138,60.57142857142857,11.222869242985707,230.42857142857142,42.69454737956591,309.2857142857143,57.305452620434096,67.55714285714285
432.0,53.714285714285715,12.433862433862435,72.14285714285714,16.69973544973545,190.85714285714286,44.17989417989418,241.14285714285714,55.820105820105816,83.41428571428571
138.0,28.0,20.28985507246377,27.0,19.565217391304348,117.0,84.78260869565217,21.0,15.217391304347828,60.0
440.14285714285717,46.57142857142857,10.580980201233364,73.14285714285714,16.617981174943196,219.28571428571428,49.821486530347286,220.85714285714286,50.17851346965271,66.62857142857142
335.85714285714283,29.857142857142858,8.889834113143344,61.857142857142854,18.417694598043386,196.0,58.358145470012765,139.85714285714286,41.64185452998724,82.75714285714285
360.42857142857144,14.285714285714286,3.963535473642489,51.142857142857146,14.189456995640112,293.14285714285717,81.33174791914388,67.28571428571429,18.668252080856124,75.57142857142857
455.2857142857143,40.285714285714285,8.848446815186696,79.28571428571429,17.414496391590838,182.42857142857142,40.069030436146846,272.85714285714283,59.930969563853154,78.67142857142858
1098.4285714285713,99.71428571428571,9.077903498504357,210.57142857142858,19.17024320457797,975.0,88.7631681623098,123.42857142857143,11.236831837690207,80.25714285714285
1206.2857142857142,170.28571428571428,14.116532449076265,242.0,20.06158218853624,926.4285714285714,76.80009474182852,279.85714285714283,23.199905258171484,82.71428571428571
607.8571428571429,41.857142857142854,6.886016451233842,82.42857142857143,13.560517038777908,168.0,27.63807285546416,439.85714285714283,72.36192714453583,78.88571428571429
751.0,122.0,16.245006657789617,104.0,13.84820239680426,372.0,49.533954727030626,379.0,50.466045272969374,90.2
656.5,32.5,4.9504950495049505,157.5,23.99086062452399,339.0,51.63747143945163,317.5,48.36252856054836,62.94
400.0,43.333333333333336,10.833333333333334,70.33333333333333,17.583333333333332,177.33333333333334,44.333333333333336,222.66666666666666,55.666666666666664,91.66666666666667
302.1666666666667,8.5,2.8130170987313843,29.333333333333332,9.707666850523992,1.25,0.4136789851075565,301.3333333333333,99.72421400992828,63.96666666666667
414.42857142857144,15.142857142857142,3.6539124439848325,65.71428571428571,15.856601172009649,147.85714285714286,35.67735263702171,266.57142857142856,64.32264736297827,68.08571428571429
431.7142857142857,52.57142857142857,12.177365982792852,78.42857142857143,18.166776968894773,271.7142857142857,62.93845135671741,160.0,37.06154864328259,67.82857142857142
359.14285714285717,56.285714285714285,15.672235481304691,74.28571428571429,20.684168655529035,238.85714285714286,66.50755767700875,120.28571428571429,33.49244232299125,74.67142857142858
432.0,26.857142857142858,6.216931216931218,73.85714285714286,17.09656084656085,233.57142857142858,54.06746031746032,198.42857142857142,45.932539682539684,78.15714285714286
269.6666666666667,32.166666666666664,11.928306551297897,37.166666666666664,13.782447466007413,132.5,49.13473423980222,137.16666666666666,50.865265760197765,82.95
452.0,14.5,3.2079646017699117,99.5,22.013274336283185,273.0,60.39823008849557,179.0,39.60176991150443,83.9
400.0,32.5,8.125,98.0,24.5,186.5,46.625,213.5,53.37499999999999,85.69999999999999
177.8,7.0,3.937007874015748,15.2,8.548931383577052,76.2,42.857142857142854,101.6,57.14285714285714,74.56
4061.8571428571427,330.0,8.12436253648929,665.0,16.371821475046602,2373.714285714286,58.43913762177751,1688.142857142857,41.56086237822249,66.9
116.5,92.0,78.96995708154506,9.5,8.15450643776824,58.5,50.21459227467812,58.0,49.78540772532189,73.6
1279.0,191.25,14.953088350273653,249.75,19.52697419859265,638.25,49.90226739640344,640.75,50.097732603596555,68.625
309.42857142857144,24.428571428571427,7.894736842105263,60.42857142857143,19.529085872576175,146.14285714285714,47.229916897506925,163.28571428571428,52.77008310249307,72.41428571428573
360.2857142857143,43.714285714285715,12.133227597145122,55.42857142857143,15.384615384615385,145.0,40.245836637589214,215.28571428571428,59.754163362410786,73.84285714285714
411.42857142857144,56.57142857142857,13.749999999999998,73.42857142857143,17.84722222222222,188.28571428571428,45.763888888888886,223.14285714285714,54.23611111111111,85.28571428571429
129.0,6.0,4.651162790697675,8.0,6.2015503875969,56.0,43.41085271317829,73.0,56.58914728682171,60.0
330.14285714285717,37.57142857142857,11.380354824751189,71.85714285714286,21.765469493725657,169.0,51.189961055819985,161.14285714285714,48.81003894418001,79.28571428571429
349.57142857142856,23.571428571428573,6.742950551695954,30.714285714285715,8.78626890069473,166.0,47.486718430731514,183.57142857142858,52.5132815692685,81.37142857142858
1393.5714285714287,130.71428571428572,9.379805228088161,246.14285714285714,17.662737057919013,442.2857142857143,31.737570476678624,951.2857142857143,68.26242952332137,80.87142857142858
253.0,20.75,8.201581027667984,55.0,21.73913043478261,134.25,53.063241106719374,118.75,46.93675889328063,83.8
936.0,219.0,23.397435897435898,191.0,20.405982905982906,526.0,56.1965811965812,410.0,43.8034188034188,73.4
350.0,76.42857142857143,21.836734693877553,59.857142857142854,17.10204081632653,174.85714285714286,49.95918367346939,175.14285714285714,50.04081632653061,84.8
404.0,52.0,12.871287128712872,82.0,20.2970297029703,229.0,56.683168316831676,175.0,43.31683168316832,80.4
390.85714285714283,14.428571428571429,3.6915204678362574,66.57142857142857,17.03216374269006,390.85714285714283,100.0,0.0,0.0,65.78571428571429
237.85714285714286,28.428571428571427,11.951951951951951,49.714285714285715,20.9009009009009,237.71428571428572,99.93993993993993,0.5,0.21021021021021022,69.4
490.8,41.4,8.43520782396088,72.4,14.751426242868787,254.8,51.91524042379788,236.0,48.08475957620212,87.58
344.0,19.857142857142858,5.7724252491694354,38.285714285714285,11.129568106312291,154.85714285714286,45.01661129568107,189.14285714285714,54.98338870431893,66.02857142857142
312.7142857142857,24.833333333333332,7.941221257804172,30.714285714285715,9.821836455002284,143.85714285714286,46.002740977615346,168.71428571428572,53.95157606212882,67.47142857142858
342.14285714285717,10.571428571428571,3.089770354906054,28.857142857142858,8.434237995824635,160.0,46.764091858037574,182.14285714285714,53.23590814196242,73.78571428571429
319.42857142857144,38.285714285714285,11.985688729874775,42.285714285714285,13.23792486583184,110.14285714285714,34.48121645796064,209.28571428571428,65.51878354203934,77.8
246.0,34.42857142857143,13.99535423925668,37.285714285714285,15.156794425087108,122.0,49.59349593495935,124.0,50.40650406504065,81.18571428571428
408.14285714285717,66.85714285714286,16.380819040952048,79.71428571428571,19.53097654882744,203.85714285714286,49.947497374868746,204.28571428571428,50.052502625131254,80.5
351.0,47.0,13.390313390313391,56.0,15.954415954415953,156.0,44.44444444444444,195.0,55.55555555555556,91.4
378.3333333333333,40.666666666666664,10.748898678414097,61.0,16.123348017621147,188.0,49.691629955947135,190.33333333333334,50.308370044052865,84.8
282.1666666666667,51.166666666666664,18.133490844654457,40.666666666666664,14.412285883047844,117.0,41.464855286473714,165.16666666666666,58.53514471352628,77.53333333333333
902.3333333333334,194.0,21.499815293683042,211.33333333333334,23.42076099002586,458.6666666666667,50.83117842630218,443.6666666666667,49.16882157369782,78.86666666666667
261.8,229.6,87.70053475935828,3.3333333333333335,1.2732365673542145,132.0,50.42016806722689,129.8,49.57983193277311,83.78
