Total Number in Cohort,Total Number of Grads,Percentage of Grads per Cohort,Total Number of Regents,All Regents as Percentage of Cohort,All Regents as Percentage of Grads,Number of Advanced Regents,Percentage of Advanced Regents per Cohort,Advanced Regents Percentage of Grads,Number of non-Advanced Regents,Percentage of non-Advanced Regents per Cohort,Non-Advanced Regents Percentage of Grads,Number of Local Diplomas,Percentage of Local per Cohort,Local as Percentage of Grads,Number Still Enrolled,Percentage of Cohort Still Enrolled,Number Dropped Out,Dropped Out Percentage of Cohort
49.49732620320856,32.36898395721925,65.39541918755401,32.1096256684492,64.87143474503024,99.19874442425244,2.165775401069519,6.6908970758301685,4.375540190146932,29.94385026737968,60.49589455488332,92.50784734842227,0.25935828877005346,0.5239844425237683,0.8012555757475632,4.96524064171123,10.03133102852204,10.756684491978609,21.73184961106309
38.640866873065015,31.44891640866873,81.3877093181636,27.804953560371516,71.95737521031968,88.41307343965347,0.25386996904024767,0.8072455207718056,0.6569986379296531,27.55108359133127,71.30037657239004,87.60582791888167,3.6439628482972135,9.430334107843922,11.586926560346525,2.3684210526315788,6.129316561172982,4.244582043343653,10.984696739043347
37.92550143266476,29.04297994269341,76.57902689634331,23.46704871060172,61.876699909338164,80.8011049723757,0.4154727793696275,1.430544593528019,1.0954971290420066,23.05157593123209,60.78120278029615,79.37056037884767,5.5759312320916905,14.702326987005135,19.198895027624307,3.644699140401146,9.610154125113327,4.020057306590258,10.599879117558173
53.928406466512705,27.648960739030024,51.26975290137467,23.99538106235566,44.49488244614791,86.78583361176078,0.0,0.0,0.0,23.99538106235566,44.49488244614791,86.78583361176078,3.653579676674365,6.774870455226758,13.214166388239226,14.10161662817552,26.148773071817054,10.420323325635104,19.322512954477325
51.25185185185185,39.82962962962963,77.71354241942477,32.91481481481482,64.2217083393554,82.63901803979915,3.6777777777777776,9.233773479635484,7.175892470010116,29.237037037037037,57.04581586934528,73.40524456016367,6.9148148148148145,13.491834080069372,17.360981960200856,5.525925925925926,10.781904899551959,5.42962962962963,10.594016476369417
56.91860465116279,45.526162790697676,79.98467824310521,38.95639534883721,68.44228804902963,85.56924845156759,1.625,3.5693761573335037,2.8549540347293156,37.33139534883721,65.58733401430031,81.9998722942341,6.569767441860465,11.542390194075589,14.430751548432411,5.718023255813954,10.045965270684373,4.354651162790698,7.650663942798774
48.84518828451883,47.65271966527197,97.5586774027754,47.30125523012552,96.8391296899092,99.26244622003686,0.0,0.0,0.0,47.30125523012552,96.8391296899092,99.26244622003686,0.3514644351464435,0.7195477128661983,0.7375537799631223,0.6736401673640168,1.3791331163268803,0.5188284518828452,1.0621894808977215
47.733668341708544,41.55778894472362,87.06179597852406,37.92964824120603,79.46099589430466,91.2696493349456,1.6482412060301508,3.966142684401451,3.4529950521107486,36.28140703517588,76.00800084219391,87.30350665054414,3.628140703517588,7.600800084219392,8.730350665054413,2.5175879396984926,5.274239393620381,3.07035175879397,6.4322560269502045
51.06976744186046,38.377906976744185,75.14799635701274,32.53488372093023,63.70673952641166,84.77503408574458,0.5116279069767442,1.3331313437357977,1.0018214936247725,32.02325581395349,62.70491803278689,83.44190274200879,5.843023255813954,11.441256830601093,15.224965914255417,6.238372093023256,12.215391621129326,5.255813953488372,10.29143897996357
43.36259541984733,24.366412213740457,56.19223659889093,24.282442748091604,55.998591673268194,99.65538847117796,14.591603053435115,59.88408521303259,33.650206847988734,9.69083969465649,22.348384825279467,39.771303258145366,0.08396946564885496,0.19364492562274446,0.34461152882205515,9.145038167938932,21.089692808731623,8.900763358778626,20.52636211601091
38.4025974025974,29.22943722943723,76.11317777026267,27.316017316017316,71.13065043399843,93.4537914691943,3.5757575757575757,12.23341232227488,9.311238868222297,23.74025974025974,61.81941156577613,81.22037914691943,1.9134199134199135,4.982527336264233,6.546208530805687,5.1645021645021645,13.44831473340097,3.5757575757575757,9.311238868222297
146.9089376053963,122.5902192242833,83.4463996694101,105.92242833052276,72.10073808785886,86.40365357103555,33.561551433389546,27.37702211951139,22.845139295430283,72.36087689713322,49.25559879242857,59.02663145152416,16.66779089376054,11.345661581551248,13.596346428964454,10.885328836424957,7.409575628178197,10.563237774030354,7.19033024553187
31.575688073394495,28.020642201834864,88.74119270719838,19.525229357798164,61.83627515072274,69.68159122534173,0.0,0.0,0.0,19.525229357798164,61.83627515072274,69.68159122534173,8.495412844036696,26.904917556475628,30.318408774658256,2.44954128440367,7.757681412072348,1.0091743119266054,3.1960485218275583
48.99038461538461,46.39903846153846,94.71050049067713,42.06730769230769,85.86849852796861,90.66417987773289,6.9639423076923075,15.008807377473838,14.214916584887144,35.10336538461539,71.65358194308146,75.65537250025905,4.331730769230769,8.842001962708538,9.335820122267123,1.9110576923076923,3.900883218842002,0.6802884615384616,1.3886162904808637
52.87268518518518,52.585648148148145,99.4571165885907,51.520833333333336,97.44319425594327,97.97508473830172,27.675925925925927,52.630188845358106,52.34446828072327,23.84490740740741,45.09872597522,45.34489589294361,1.0648148148148149,2.0139223326474323,2.024915261698288,0.14351851851851852,0.2714417057046539,0.09490740740740741,0.17950177312727114
63.43388429752066,61.696280991735534,97.26076477102468,59.29545454545455,93.47599504918246,96.1086366832993,31.60123966942149,51.22065570476542,49.817601459188324,27.694214876033058,43.65839358999414,44.887980978533875,2.4008264462809916,3.7847697218422254,3.8913633167007133,1.365702479338843,2.1529542049377888,0.28512396694214875,0.4494821184287668
42.51209677419355,38.57459677419355,90.73793038034715,38.520161290322584,90.60988333491416,99.8588825589296,0.0,0.0,0.0,38.520161290322584,90.60988333491416,99.8588825589296,0.05443548387096774,0.1280470454329887,0.14111744107040192,2.6975806451612905,6.345442473679218,1.125,2.6463056056150998
47.10633946830266,45.899795501022496,97.43868026915564,43.56441717791411,92.4810071630128,94.91200712853642,19.9079754601227,43.37268879483181,42.261775558932065,23.65644171779141,50.21923160408075,51.53931833370461,2.3353783231083844,4.957673106142827,5.087992871463578,0.7505112474437627,1.5932276969828523,0.37423312883435583,0.7944432385500325
62.55235602094241,62.282722513089006,99.56894747855199,62.0,99.11697007742205,99.54606590450572,47.87434554973822,76.86617350369873,76.53483992467044,14.12565445026178,22.582130152751624,22.679892400806995,0.28272251308900526,0.4519774011299435,0.4539340954942839,0.060209424083769635,0.09625444653693241,0.16753926701570682,0.2678384599288554
71.84245076586433,70.99343544857769,98.81822612085772,68.18818380743983,94.91349902534114,96.04857600789052,33.10065645514223,46.624953766489945,46.073952241715396,35.08752735229759,48.83954678362573,49.42362224140056,2.8052516411378554,3.904727095516569,3.9514239921094805,0.5951859956236324,0.8284600389863549,0.2538293216630197,0.35331384015594547
51.84855233853007,31.888641425389753,61.50343642611683,22.16258351893096,42.74484536082474,69.49993015784328,0.0,0.0,0.0,22.16258351893096,42.74484536082474,69.49993015784328,9.726057906458797,18.758591065292094,30.500069842156723,6.55456570155902,12.641752577319586,11.429844097995545,22.044673539518897
160.15371621621622,141.3902027027027,88.28405986647118,126.08445945945945,78.72715191275273,89.1748204962785,37.1570945945946,26.279822706474082,23.200894410986066,88.92736486486487,55.52625750176667,62.89499778980443,15.305743243243244,9.55690795371845,10.825179503721492,10.280405405405405,6.419086392929089,6.320945945945946,3.9467994220079947
43.275862068965516,34.41379310344828,79.52191235059762,31.689655172413794,73.22709163346613,92.08416833667334,4.758620689655173,13.827655310621243,10.996015936254981,26.93103448275862,62.23107569721116,78.2565130260521,2.7241379310344827,6.294820717131475,7.915831663326653,5.793103448275862,13.386454183266933,2.0344827586206895,4.701195219123506
73.18181818181819,50.26885880077369,68.69036606316902,35.90715667311412,49.06567992599445,71.43022047789451,3.5686653771760155,7.099157335795914,4.87643716135853,32.338491295938105,44.189242764635914,64.33106314209859,14.361702127659575,19.624686137174574,28.56977952210551,8.667311411992262,11.843531121977003,11.032882011605416,15.075987841945288
42.15862068965517,23.50344827586207,55.750040896450194,22.53103448275862,53.44348110584001,95.86267605633803,0.6551724137931034,2.787558685446009,1.5540651071486995,21.875862068965517,51.88941599869131,93.07511737089202,0.9724137931034482,2.306559790610175,4.137323943661971,6.358620689655172,15.082610829380009,11.63448275862069,27.596924586945853
41.42732558139535,18.598837209302324,44.89509508104694,9.569767441860465,23.100133323977264,51.4535792435136,0.20348837209302326,1.0940919037199126,0.4911936004490912,9.366279069767442,22.608939723528174,50.35948733979369,9.145348837209303,22.075643814469164,49.17161613004065,8.311046511627907,20.061750052627886,12.06686046511628,29.12778050663111
41.084210526315786,28.08421052631579,68.35767358442224,23.473684210526315,57.1355367665898,83.5832083958021,1.5210526315789474,5.416041979010495,3.702280297207277,21.95263157894737,53.43325646938253,78.1671664167916,4.610526315789474,11.222136817832437,16.4167916041979,5.573684210526316,13.566487317448118,6.905263157894737,16.807583909812966
55.07865168539326,44.69101123595506,81.14035087719299,34.96067415730337,63.474092207262345,78.22752985543683,0.0,0.0,0.0,34.96067415730337,63.474092207262345,78.22752985543683,9.730337078651685,17.666258669930638,21.772470144563165,6.730337078651686,12.219502243982049,3.134831460674157,5.691554467564259
38.6,22.515151515151516,58.32940807034072,21.133333333333333,54.74956822107081,93.86271870794077,0.0,0.0,0.0,21.133333333333333,54.74956822107081,93.86271870794077,1.3818181818181818,3.579839849269901,6.137281292059219,8.424242424242424,21.82446223897001,7.472727272727273,19.35939707960433
47.58222222222222,46.05111111111111,96.7821782178218,43.50666666666667,91.43470950868672,94.47473821357912,29.006666666666668,62.98798436519809,60.96114328413974,14.5,30.473566224546982,31.486753848381028,2.5444444444444443,5.347468709135065,5.525261786420884,0.66,1.3870726695311042,0.2577777777777778,0.5417522884363908
161.91420118343194,85.28994082840237,52.67601001333894,35.405325443786985,21.86672026604784,41.51172471208548,7.041420118343195,8.255862356042737,4.348858881356552,28.36390532544379,17.517861384691287,33.25586235604273,49.88461538461539,30.809289747291103,58.488275287914526,26.440828402366865,16.330147824656933,42.43491124260355,26.2082701408811
131.95,64.91666666666667,49.19792850827334,21.033333333333335,15.94038145762284,32.400513478819,0.0,0.0,0.0,21.033333333333335,15.94038145762284,32.400513478819,44.55,33.76278893520273,68.62644415917842,11.316666666666666,8.576480990274096,45.766666666666666,34.68485537451055
46.08016032064128,33.655310621242485,73.03644428981472,30.46693386773547,66.11724797773331,90.52637846850065,0.0,0.0,0.0,30.46693386773547,66.11724797773331,90.52637846850065,3.188376753507014,6.919196312081412,9.473621531499345,5.086172344689379,11.03766199878229,5.693386773547094,12.355397060102636
30.48919449901768,22.479371316306484,73.72897738256331,18.404715127701376,60.36471422127715,81.87379828701276,0.0,0.0,0.0,18.404715127701376,60.36471422127715,81.87379828701276,4.0746561886051085,13.364263161286166,18.126201712987243,4.779960707269155,15.677556543591725,2.68762278978389,8.815000966557124
174.3246492985972,85.97394789579158,49.31829677656688,54.57314629258517,31.305467420793676,63.47637584205496,3.67935871743487,4.279620521666161,2.1106359497861775,50.8937875751503,29.194831471007493,59.1967553203888,31.400801603206414,18.01282935577321,36.52362415794504,23.44689378757515,13.450131052558973,55.64529058116233,31.92049478088932
389.13255813953486,383.86511627906975,98.6463631093607,383.86511627906975,98.6463631093607,100.0,377.646511627907,98.38000266566503,97.04829465657068,6.21860465116279,1.5980684527900457,1.6199973343349772,0.0,0.0,0.0,3.932558139534884,1.0105960185744083,1.158139534883721,0.29762082628625386
76.5536028119508,63.13005272407733,82.4651621938061,55.17398945518453,72.07236162446337,87.39734417193284,11.70298769771529,18.53790261963754,15.287311462613925,43.471001757469246,56.78505016184945,68.85944155229532,7.956063268892795,10.39280056934273,12.602655828067148,4.708260105448154,6.150278932023232,7.56414762741652,9.880851259211642
32.549019607843135,22.980392156862745,70.60240963855422,17.767156862745097,54.58584337349397,77.31441979522184,0.5171568627450981,2.25042662116041,1.5888554216867472,17.25,52.99698795180723,75.06399317406144,5.213235294117647,16.01656626506024,22.685580204778155,3.034313725490196,9.322289156626507,6.049019607843137,18.584337349397593
60.151785714285715,53.92857142857143,89.65414873088913,50.767857142857146,84.39958438474099,94.13907284768213,7.3125,13.559602649006623,12.156746326257977,43.455357142857146,72.242838058483,80.5794701986755,3.1607142857142856,5.254564346148137,5.86092715231788,3.669642857142857,6.100638266290634,1.875,3.117114442630251
56.30749354005168,53.53488372093023,95.07594878619614,50.49870801033592,89.68381441879674,94.32860314702192,16.498708010335918,30.81861183511922,29.30108760497453,34.0,60.38272681382222,63.509991311902695,3.0361757105943155,5.392134367399385,5.671396852978087,1.4780361757105944,2.6249369005552756,0.896640826873385,1.592400532329861
207.9983579638752,131.66338259441707,63.30020288779594,108.40558292282431,52.118480157257785,82.335407754761,17.160919540229884,13.033934873975781,8.250507219489858,91.24466338259441,43.86797293776791,69.3014728807852,23.257799671592775,11.181722730538166,17.664592245239017,31.620689655172413,15.202374655603887,37.05747126436781,17.816232602568856
76.63864042933811,53.10196779964222,69.2887654349805,44.16457960644007,57.627039518218524,83.16938418002965,7.381037567084078,13.89974396981539,9.63096099530823,36.78354203935599,47.99607852291029,69.26964021021426,8.937388193202146,11.661725916761977,16.830615819970355,11.16994633273703,14.57482318339908,10.354203935599285,13.510422259050909
28.752186588921283,26.714285714285715,92.91218819712026,23.137026239067055,80.47049280064896,86.60918913019754,1.9154518950437318,7.170140783586161,6.661934698844048,21.221574344023324,73.8085581018049,79.43904834661137,3.577259475218659,12.441695396471305,13.390810869802467,0.8425655976676385,2.9304400730075035,1.1690962099125364,4.066112350436017
49.71875,44.828125,90.16341923318667,39.359375,79.16404776869894,87.80062739630533,4.8125,10.735447891251306,9.679446888749215,34.546875,69.48460087994972,77.06517950505403,5.46875,10.999371464487744,12.199372603694666,3.515625,7.0710245128849785,0.875,1.759899434318039
60.125,54.3125,90.33264033264034,53.3125,88.66943866943868,98.15880322209436,0.0,0.0,0.0,53.3125,88.66943866943868,98.15880322209436,1.0,1.6632016632016633,1.8411967779056386,4.4375,7.380457380457381,1.1875,1.9750519750519753
154.56521739130434,69.3623188405797,44.87576183778715,23.768115942028984,15.37740271917487,34.26661094860008,0.391304347826087,0.5641454241537819,0.25316455696202533,23.3768115942029,15.124238162212848,33.7024655244463,46.391304347826086,30.014064697609,66.88257417467615,12.608695652173912,8.157524613220815,60.405797101449274,39.08110642287858
67.49861495844875,55.988919667590025,82.94824968194689,49.853185595567865,73.85808675667911,89.04116366514941,17.581717451523545,31.40213734415199,26.04752328969508,32.27146814404432,47.810563466984036,57.63902632099743,6.135734072022161,9.09016292526778,10.958836334850584,5.257617728531856,7.789223129642549,5.742382271468144,8.507407559404111
49.88461538461539,39.58717948717949,79.35749164739143,31.366666666666667,62.87843741968645,79.23440637346978,0.0,0.0,0.0,31.366666666666667,62.87843741968645,79.23440637346978,8.22051282051282,16.47905422770496,20.76559362653021,4.069230769230769,8.15728604471858,4.869230769230769,9.760986892829605
99.29629629629629,30.810916179337234,31.02927030369658,14.738791423001949,14.843243879934825,47.836264709603945,0.2202729044834308,0.7149183854232569,0.22183395826380573,14.518518518518519,14.621409921671018,47.12134632418069,16.07212475633528,16.186026423761753,52.16373529039604,36.31384015594542,36.5711929955437,28.39571150097466,28.59694929229078
46.0,44.043596730245234,95.7469494135766,43.19891008174387,93.91067409074753,98.08215788171243,36.782016348773844,83.5127443702054,79.9609051060301,6.416893732970027,13.949768984717451,14.56941351150705,0.8446866485013624,1.8362753228290487,1.9178421182875525,1.2179836512261581,2.6477905461438223,0.5722070844686649,1.2439284444970975
56.166666666666664,52.0,92.58160237388724,49.03333333333333,87.29970326409496,94.2948717948718,0.0,0.0,0.0,49.03333333333333,87.29970326409496,94.2948717948718,2.966666666666667,5.281899109792286,5.705128205128205,2.566666666666667,4.56973293768546,1.4666666666666666,2.6112759643916914
45.0233918128655,22.984405458089668,51.0499199030177,17.44054580896686,38.736632463090444,75.87990840471545,3.327485380116959,14.47714358408956,7.390570203922588,14.113060428849902,31.346062259167855,61.4027648206259,5.543859649122807,12.313287439927263,24.12009159528454,6.684210526315789,14.84608390700091,14.693957115009747,32.63627310906178
49.10294117647059,38.94607843137255,79.3151642208246,31.610294117647058,64.37556154537286,81.16425424795469,5.5931372549019605,14.36123348017621,11.390635918937805,26.017156862745097,52.984925626435064,66.80302076777848,7.33578431372549,14.939602675451733,18.835745752045312,4.803921568627451,9.783368273934311,5.036764705882353,10.257562144354598
137.84420289855072,67.7663043478261,49.16151925351558,54.25905797101449,39.362596924694444,80.06790172962279,0.0,0.0,0.0,54.25905797101449,39.362596924694444,80.06790172962279,13.516304347826088,9.805493494545933,19.945464752586414,54.664855072463766,39.656985149165465,13.454710144927537,9.760809567617295
22.05105105105105,11.783783783783784,53.43864905352036,10.132132132132131,45.94852240228789,85.98369011213047,0.0,0.0,0.0,10.132132132132131,45.94852240228789,85.98369011213047,1.6516516516516517,7.490126651232466,14.016309887869522,7.930930930930931,35.96622633800899,1.3183183183183182,5.978482908892823
108.07276507276508,39.32224532224532,36.38497201008022,21.33264033264033,19.73914548987169,54.25081949878396,0.0,0.0,0.0,21.33264033264033,19.73914548987169,54.25081949878396,18.031185031185032,16.68430063674663,45.854922279792746,40.78170478170478,37.735413500567496,24.72141372141372,22.874785987726757
155.0,61.875850340136054,39.91990344524907,50.78231292517007,32.76278253236779,82.07129703432922,9.84013605442177,15.903031635654017,6.348474873820496,40.9421768707483,26.414307658547287,66.1682653986752,11.119047619047619,7.17357910906298,17.96993101173625,48.04081632653061,30.994075049374587,44.0187074829932,28.399166118060133
74.37369519832986,49.07515657620042,65.98456140350878,38.19832985386221,51.35999999999999,77.83638916067554,4.95615866388309,10.099119411239206,6.663859649122808,33.242171189979125,44.696140350877194,67.73726974943634,10.887265135699373,14.638596491228068,22.18488109924703,6.791231732776618,9.131228070175439,12.427974947807932,16.71017543859649
21.030898876404493,7.50561797752809,35.68852677975157,4.77808988764045,22.719380259115805,63.660179640718574,0.0,0.0,0.0,4.77808988764045,22.719380259115805,63.660179640718574,2.7275280898876404,12.96914652063577,36.33982035928144,6.01685393258427,28.609589955923603,7.053370786516854,33.53813276345666
185.97445255474452,166.00182481751824,89.2605530152874,147.0419708029197,79.0656828306219,88.57852675087118,30.604014598540147,18.435950708483112,16.45603155601782,116.43795620437956,62.60965127460408,70.14257604238807,18.98722627737226,10.209588476558668,11.437962382789742,8.224452554744525,4.422356104166258,8.33941605839416,4.48417293011755
29.29440389294404,22.81021897810219,77.86544850498338,20.851581508515814,71.17940199335547,91.41333333333334,0.7907542579075426,3.4666666666666672,2.6993355481727574,20.060827250608273,68.48006644518273,87.94666666666667,1.9781021897810218,6.752491694352159,8.672,3.4793187347931873,11.877076411960132,2.542579075425791,8.679401993355482
75.04384133611691,47.4321503131524,63.205919991097744,35.323590814196244,47.07060590886329,74.4718309859155,7.031315240083507,14.82394366197183,9.369609970511322,28.292275574112736,37.70099593835197,59.64788732394367,12.150313152400836,16.190953096311134,25.616197183098592,6.050104384133611,8.062093139709564,15.640918580375782,20.84237467312079
205.07906976744187,103.6767441860465,50.5545223623333,63.73255813953488,31.077066134446156,61.47237612435791,6.444186046511628,6.215652407976492,3.1422933865553837,57.288372093023256,27.934772747890772,55.256723716381416,39.967441860465115,19.48879615349723,38.55005495614724,33.25116279069768,16.21382563730382,56.89767441860465,27.744261997641296
152.54151624548737,79.71660649819495,52.25895773181237,60.03971119133574,39.359587258011075,75.3164413649435,0.9657039711191335,1.2114213255440074,0.6330761584702039,59.07400722021661,38.72651109954087,74.10502003939949,19.703971119133573,12.91712027263691,24.71752371895025,21.680505415162454,14.212855587636671,43.40072202166065,28.451744213565576
142.8787313432836,116.56716417910448,81.58468589634775,99.91791044776119,69.93196923599231,85.7170294494238,15.503731343283581,13.300256081946221,10.850972147865713,84.41417910447761,59.08099708812661,72.41677336747759,16.649253731343283,11.65271666035543,14.282970550576183,13.850746268656716,9.694057427888694,9.113805970149254,6.378700233733335
69.0595744680851,53.738297872340425,77.81440630969253,42.02553191489362,60.854026742251534,78.20406224017104,5.572340425531915,10.369402541869581,8.068889025817981,36.4531914893617,52.78513771643355,67.83465969830146,11.712765957446809,16.960379567441002,21.79593775982896,6.602127659574468,9.560046829749215,7.259574468085106,10.512046336804486
27.133333333333333,13.033333333333333,48.03439803439804,4.706666666666667,17.346437346437348,36.112531969309465,0.0,0.0,0.0,4.706666666666667,17.346437346437348,36.112531969309465,8.326666666666666,30.687960687960686,63.88746803069053,4.78,17.616707616707618,7.233333333333333,26.65847665847666
39.266666666666666,22.743859649122808,57.921544097935836,14.821052631578947,37.74461620945402,65.16507250848504,0.2,0.8793582227707498,0.5093378607809848,14.621052631578948,37.23527834867305,64.28571428571429,7.922807017543859,20.176927888481817,34.83492749151496,7.287719298245614,18.559556786703602,7.943859649122807,20.230542400142973
49.952879581151834,35.5,71.06697411172833,29.68848167539267,59.432973482863424,83.62952584617653,0.32460732984293195,0.9143868446279773,0.6498270621528142,29.36387434554974,58.78314642071062,82.71513900154856,5.81151832460733,11.634000628864898,16.370474153823462,5.570680628272251,11.151870873074103,7.531413612565445,15.077035950110051
48.3598971722365,34.72236503856041,71.79991494790559,26.259640102827763,54.30044652349565,75.62745243207226,0.3856041131105398,1.1105352780039979,0.7973633850733575,25.874035989717225,53.50308313842229,74.51691715406827,8.462724935732648,17.499468424409955,24.372547567927743,3.992287917737789,8.255368913459495,8.7146529562982,18.02041250265788
43.11165048543689,26.660194174757283,61.83988289607028,18.737864077669904,43.463573921855655,70.28404952658413,0.0,0.0,0.0,18.737864077669904,43.463573921855655,70.28404952658413,7.922330097087379,18.376308974214616,29.715950473415877,6.956310679611651,16.13557031865781,8.587378640776699,19.918928048643174
49.97787610619469,37.50442477876106,75.04205400619743,32.79203539823009,65.61310314298362,87.43511090136857,3.765486725663717,10.040113260972158,7.534307215582116,29.02654867256637,58.07879592740151,77.39499764039641,4.712389380530974,9.428950863213812,12.56488909863143,5.300884955752212,10.606463036741921,6.969026548672566,13.94422310756972
53.29032258064516,17.412186379928315,32.674199623352166,14.530465949820789,27.2666128598332,83.4499794153973,0.06093189964157706,0.3499382461918485,0.11433952111918214,14.469534050179211,27.152273338714018,83.10004116920544,2.881720430107527,5.407586763518967,16.550020584602716,23.566308243727597,44.22249125638956,11.010752688172044,20.661824051654563
