DBN,Name,schoolyear,total_enrollment,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,ctt_num,selfcontained_num,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,frl_combined_percent
01M034,PS 034 FRANKLIN D ROOSEVELT,2008,420,1,b,b,b,35.0,8.3,89.0,21.2,5,40,21,5.0,88,21.0,301,71.7,9,2.1,210.0,50.0,210.0,50.0,76.8
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2006,294,87,63,b,b,29.0,9.9,56.0,19.0,4,14,34,11.6,106,36.1,133,45.2,10,3.4,160.0,54.4,134.0,45.6,99.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2007,434,92,72,61,b,46.0,10.6,97.0,22.4,16,17,57,13.1,137,31.6,208,47.9,14,3.2,241.0,55.5,193.0,44.5,85.6
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2008,515,109,82,67,56,52.0,10.1,124.0,24.1,16,35,56,10.9,158,30.7,272,52.8,12,2.3,281.0,54.6,234.0,45.4,99.5
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2009,470,97,85,60,53,50.0,10.6,118.0,25.1,20,33,47,10.0,138,29.4,264,56.2,14,3.0,264.0,56.2,206.0,43.8,95.3
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2010,511,109,89,87,55,81.0,15.9,112.0,21.9,24,34,52,10.2,141,27.6,290,56.8,16,3.1,297.0,58.1,214.0,41.9,69.9
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2011,448,107,85,67,69,97.0,21.7,106.0,23.7,27,33,56,12.5,126,28.1,255,56.9,9,2.0,267.0,59.6,181.0,40.4,73.3
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES   ,2012,422,98,79,80,50,94.0,22.3,105.0,24.9,34,35,59,14.0,123,29.1,227,53.8,7,1.7,259.0,61.4,163.0,38.6,88.6
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2011,573,b,289,204,80,486.0,84.8,2.0,0.3,,,537,93.7,12,2.1,20,3.5,3,0.5,322.0,56.2,251.0,43.8,95.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,478,219,118,91,50,37.0,7.7,75.0,15.7,18,7,120,25.1,72,15.1,217,45.4,21,4.4,247.0,51.7,231.0,48.3,71.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,533,215,146,95,77,36.0,6.8,83.0,15.6,30,6,129,24.2,93,17.4,252,47.3,22,4.1,258.0,48.4,275.0,51.6,71.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2008,588,244,178,91,75,42.0,7.1,112.0,19.0,46,7,131,22.3,115,19.6,278,47.3,26,4.4,300.0,51.0,288.0,49.0,71.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2009,586,209,196,99,82,39.0,6.7,127.0,21.7,63,2,113,19.3,138,23.5,280,47.8,25,4.3,307.0,52.4,279.0,47.6,60.9
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2010,532,177,158,129,68,28.0,5.3,123.0,23.1,78,2,96,18.0,144,27.1,247,46.4,25,4.7,286.0,53.8,246.0,46.2,73.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2011,488,120,150,103,115,54.0,11.1,111.0,22.7,73,4,110,22.5,128,26.2,232,47.5,18,3.7,275.0,56.4,213.0,43.6,76.3
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL             ,2012,394,109,97,93,95,83.0,21.1,86.0,21.8,55,10,115,29.2,89,22.6,181,45.9,9,2.3,226.0,57.4,168.0,42.6,71.8
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2006,501,89,85,74,68,30.0,6.0,124.0,24.8,43,8,32,6.4,138,27.5,299,59.7,28,5.6,244.0,48.7,257.0,51.3,70.6
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2007,562,91,81,82,66,28.0,5.0,141.0,25.1,88,11,27,4.8,161,28.6,337,60.0,30,5.3,296.0,52.7,266.0,47.3,70.6
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2008,554,96,88,73,78,35.0,6.3,136.0,24.5,106,4,31,5.6,149,26.9,335,60.5,29,5.2,288.0,52.0,266.0,48.0,70.6
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2009,546,89,86,80,74,27.0,4.9,146.0,26.7,108,5,34,6.2,145,26.6,326,59.7,33,6.0,285.0,52.2,261.0,47.8,67.7
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2010,559,100,85,81,84,37.0,6.6,161.0,28.8,114,10,42,7.5,151,27.0,321,57.4,31,5.5,299.0,53.5,260.0,46.5,79.7
01M450,EAST SIDE COMMUNITY HIGH SCHOOL,2011,599,112,92,94,84,42.0,7.0,166.0,27.7,109,18,48,8.0,152,25.4,339,56.6,58,9.7,319.0,53.3,280.0,46.7,82.2
01M450,EAST SIDE COMMUNITY HIGH SCHOOL                 ,2012,598,101,93,77,86,30.0,5.0,158.0,26.4,91,19,58,9.7,143,23.9,331,55.4,62,10.4,327.0,54.7,271.0,45.3,71.8
01M458,SATELLITE ACADEMY HS @ FORSYTHE STREET,2011,213,105,54,54,b,4.0,1.9,19.0,8.9,,,3,1.4,59,27.7,136,63.8,8,3.8,96.0,45.1,117.0,54.9,81.4
01M458,SATELLITE ACADEMY HS @ FORSYTHE STREET          ,2012,224,131,49,44,b,9.0,4.0,20.0,8.9,3,0,5,2.2,77,34.4,133,59.4,8,3.6,97.0,43.3,127.0,56.7,72.8
01M509,MARTA VALLE SECONDARY SCHOOL,2006,558,172,112,32,43,78.0,14.0,136.0,24.4,56,46,92,16.5,76,13.6,371,66.5,13,2.3,298.0,53.4,260.0,46.6,81.5
01M509,MARTA VALLE SECONDARY SCHOOL,2007,619,187,118,32,57,72.0,11.6,144.0,23.3,57,50,82,13.2,117,18.9,410,66.2,10,1.6,307.0,49.6,312.0,50.4,81.5
01M509,MARTA VALLE SECONDARY SCHOOL,2008,522,173,115,65,49,81.0,15.5,110.0,21.1,41,36,61,11.7,90,17.2,361,69.2,10,1.9,268.0,51.3,254.0,48.7,81.5
01M509,MARTA VALLE SECONDARY SCHOOL,2009,441,132,129,65,76,57.0,12.9,81.0,18.4,31,22,52,11.8,78,17.7,303,68.7,8,1.8,230.0,52.2,211.0,47.8,81.5
01M509,MARTA VALLE SECONDARY SCHOOL,2010,352,103,116,64,69,44.0,12.5,75.0,21.3,24,23,41,11.6,65,18.5,239,67.9,7,2.0,178.0,50.6,174.0,49.4,92.1
01M509,MARTA VALLE SECONDARY SCHOOL,2011,370,103,115,74,78,50.0,13.5,78.0,21.1,28,24,39,10.5,90,24.3,234,63.2,6,1.6,182.0,49.2,188.0,50.8,91.0
01M509,MARTA VALLE SECONDARY SCHOOL                    ,2012,367,143,100,51,73,41.0,11.2,95.0,25.9,28,36,34,9.3,116,31.6,209,56.9,6,1.6,170.0,46.3,197.0,53.7,80.7
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,550,b,321,127,102,373.0,67.8,4.0,0.7,,,507,92.2,19,3.5,18,3.3,5,0.9,291.0,52.9,259.0,47.1,77.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,510,b,223,163,124,365.0,71.6,4.0,0.8,,,475,93.1,18,3.5,15,2.9,2,0.4,279.0,54.7,231.0,45.3,77.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2008,524,b,236,174,114,384.0,73.3,3.0,0.6,,,476,90.8,21,4.0,26,5.0,1,0.2,282.0,53.8,242.0,46.2,77.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2009,514,b,225,211,78,450.0,87.5,3.0,0.6,,,479,93.2,17,3.3,16,3.1,2,0.4,272.0,52.9,242.0,47.1,77.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2010,551,b,259,200,92,462.0,83.8,4.0,0.7,,1,501,90.9,24,4.4,24,4.4,2,0.4,314.0,57.0,237.0,43.0,95.5
02M298,PACE HIGH SCHOOL,2006,208,105,103,b,b,4.0,1.9,6.0,2.9,,,80,38.5,49,23.6,48,23.1,11,5.3,108.0,51.9,100.0,48.1,76.9
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL         ,2012,562,b,261,209,92,453.0,80.6,7.0,1.2,0,2,476,84.7,29,5.2,50,8.9,5,0.9,302.0,53.7,260.0,46.3,77.0
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2006,755,57,64,60,8,1.0,0.1,37.0,4.9,,,132,17.5,61,8.1,132,17.5,416,55.1,330.0,43.7,425.0,56.3,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2007,879,50,50,64,57,,0.0,40.0,4.6,1,,182,20.7,64,7.3,132,15.0,499,56.8,393.0,44.7,486.0,55.3,14.6
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2008,1063,146,52,50,57,5.0,0.5,42.0,4.0,,,238,22.4,103,9.7,163,15.3,551,51.8,491.0,46.2,572.0,53.8,11.8
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2009,1302,177,140,50,48,3.0,0.2,50.0,3.8,,1,284,21.8,146,11.2,216,16.6,643,49.4,625.0,48.0,677.0,52.0,12.6
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2010,1480,145,177,130,47,7.0,0.5,47.0,3.2,,,373,25.2,172,11.6,234,15.8,660,44.6,705.0,47.6,775.0,52.4,19.6
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH,2011,1583,119,147,163,128,6.0,0.4,44.0,2.8,,,411,26.0,192,12.1,241,15.2,725,45.8,766.0,48.4,817.0,51.6,24.4
01M539,NEW EXPLORATIONS INTO SCIENCE TECH AND MATH     ,2012,1613,117,123,147,157,4.0,0.2,43.0,2.7,2,0,448,27.8,189,11.7,229,14.2,725,44.9,794.0,49.2,819.0,50.8,23.0
01M650,CASCADES HIGH SCHOOL,2006,213,31,98,20,64,15.0,7.0,13.0,6.1,,1,7,3.3,71,33.3,125,58.7,9,4.2,104.0,48.8,109.0,51.2,51.1
01M650,CASCADES HIGH SCHOOL,2007,211,20,128,41,22,10.0,4.7,9.0,4.3,,,11,5.2,76,36.0,116,55.0,8,3.8,100.0,47.4,111.0,52.6,61.3
01M650,CASCADES HIGH SCHOOL,2008,214,17,134,39,24,16.0,7.5,7.0,3.3,,,17,7.9,70,32.7,121,56.5,6,2.8,87.0,40.7,127.0,59.3,64.6
01M650,CASCADES HIGH SCHOOL,2009,215,9,70,59,77,13.0,6.0,11.0,5.1,,,9,4.2,71,33.0,122,56.7,12,5.6,74.0,34.4,141.0,65.6,63.8
01M650,CASCADES HIGH SCHOOL,2010,226,6,50,64,106,9.0,4.0,7.0,3.1,,,8,3.5,89,39.4,119,52.7,7,3.1,87.0,38.5,139.0,61.5,76.6
01M650,CASCADES HIGH SCHOOL,2011,202,10,75,68,49,8.0,4.0,14.0,6.9,,,5,2.5,87,43.1,99,49.0,10,5.0,93.0,46.0,109.0,54.0,81.3
01M650,CASCADES HIGH SCHOOL                            ,2012,218,5,89,59,65,7.0,3.2,15.0,6.9,1,0,1,0.5,99,45.4,108,49.5,9,4.1,87.0,39.9,131.0,60.1,69.8
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2006,513,136,129,135,113,1.0,0.2,1.0,0.2,,,63,12.3,102,19.9,96,18.7,185,36.1,129.0,25.1,384.0,74.9,18.0
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2007,546,158,132,127,129,,0.0,1.0,0.2,,,59,10.8,100,18.3,96,17.6,205,37.5,154.0,28.2,392.0,71.8,23.2
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2008,543,152,152,120,119,,0.0,1.0,0.2,,,58,10.7,95,17.5,93,17.1,204,37.6,170.0,31.3,373.0,68.7,15.9
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2009,575,162,150,150,113,,0.0,3.0,0.5,,,76,13.2,102,17.7,108,18.8,239,41.6,190.0,33.0,385.0,67.0,17.9
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2010,584,148,160,134,142,,,3.0,0.5,,,74,12.7,94,16.1,100,17.1,258,44.2,198.0,33.9,386.0,66.1,25.4
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2011,588,164,146,150,128,2.0,0.3,4.0,0.7,,,87,14.8,84,14.3,95,16.2,313,53.2,187.0,31.8,401.0,68.2,22.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE                  ,2012,617,184,162,128,143,1.0,0.2,5.0,0.8,0,0,93,15.1,93,15.1,112,18.2,307,49.8,193.0,31.3,424.0,68.7,18.0
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2006,166,53,11,31,28,2.0,1.2,76.0,45.8,4,56,9,5.4,42,25.3,94,56.6,19,11.4,82.0,49.4,84.0,50.6,56.9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2007,212,45,46,7,34,4.0,1.9,94.0,44.3,21,49,9,4.2,54,25.5,117,55.2,28,13.2,87.0,41.0,125.0,59.0,62.0
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2008,211,37,33,25,17,5.0,2.4,75.0,35.5,10,39,9,4.3,71,33.6,107,50.7,23,10.9,73.0,34.6,138.0,65.4,66.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2009,183,38,40,18,20,3.0,1.6,54.0,29.5,8,23,8,4.4,63,34.4,92,50.3,19,10.4,62.0,33.9,121.0,66.1,45.2
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2010,157,47,31,25,25,3.0,1.9,51.0,32.5,27,15,6,3.8,49,31.2,87,55.4,14,8.9,57.0,36.3,100.0,63.7,79.1
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2011,157,53,53,29,22,15.0,9.6,56.0,35.7,34,13,4,2.5,51,32.5,88,56.1,14,8.9,65.0,41.4,92.0,58.6,78.3
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2012,174,50,63,38,23,14.0,8.0,56.0,32.2,34,10,3,1.7,56,32.2,103,59.2,11,6.3,74.0,42.5,100.0,57.5,66.9
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,204,111,93,b,b,11.0,5.4,28.0,13.7,10,8,4,2.0,98,48.0,85,41.7,7,3.4,78.0,38.2,126.0,61.8,66.0
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,324,136,99,80,9,15.0,4.6,45.0,13.9,28,9,7,2.2,149,46.0,149,46.0,13,4.0,133.0,41.0,191.0,59.0,61.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2008,405,135,125,80,65,21.0,5.2,67.0,16.5,45,11,8,2.0,196,48.4,177,43.7,15,3.7,167.0,41.2,238.0,58.8,62.9
02M288,FOOD AND FINANCE HIGH SCHOOL,2009,433,147,107,106,73,16.0,3.7,78.0,18.0,73,3,10,2.3,200,46.2,202,46.7,17,3.9,188.0,43.4,245.0,56.6,65.9
02M288,FOOD AND FINANCE HIGH SCHOOL,2010,436,127,119,93,97,13.0,3.0,79.0,18.1,70,3,8,1.8,196,45.0,209,47.9,15,3.4,187.0,42.9,249.0,57.1,77.3
02M288,FOOD AND FINANCE HIGH SCHOOL,2011,423,139,106,98,80,13.0,3.1,82.0,19.4,75,6,8,1.9,196,46.3,201,47.5,16,3.8,180.0,42.6,243.0,57.4,74.7
02M288,FOOD AND FINANCE HIGH SCHOOL                    ,2012,433,135,122,88,88,9.0,2.1,80.0,18.5,69,4,13,3.0,191,44.1,206,47.6,21,4.8,195.0,45.0,238.0,55.0,68.4
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2006,183,78,105,b,b,10.0,5.5,24.0,13.1,,,12,6.6,42,23.0,95,51.9,22,12.0,96.0,52.5,87.0,47.5,68.2
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2007,270,102,83,85,b,20.0,7.4,35.0,13.0,4,4,14,5.2,65,24.1,146,54.1,38,14.1,144.0,53.3,126.0,46.7,70.3
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2008,343,86,93,69,95,22.0,6.4,51.0,14.9,11,6,21,6.1,88,25.7,194,56.6,36,10.5,179.0,52.2,164.0,47.8,74.6
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2009,353,102,96,87,68,24.0,6.8,61.0,17.3,30,1,18,5.1,108,30.6,195,55.2,29,8.2,183.0,51.8,170.0,48.2,62.8
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2010,365,84,119,84,78,23.0,6.3,64.0,17.5,38,1,17,4.7,108,29.6,207,56.7,28,7.7,189.0,51.8,176.0,48.2,73.2
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2011,328,81,92,90,65,18.0,5.5,67.0,20.4,39,,17,5.2,95,29.0,191,58.2,24,7.3,177.0,54.0,151.0,46.0,75.6
02M294,HIGH SCHOOL FOR HISTORY & COMMUNICATION         ,2012,343,93,97,69,84,13.0,3.8,70.0,20.4,41,2,14,4.1,95,27.7,208,60.6,26,7.6,183.0,53.4,160.0,46.6,60.8
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,214,121,93,b,b,12.0,5.6,11.0,5.1,1,1,6,2.8,76,35.5,118,55.1,8,3.7,59.0,27.6,155.0,72.4,89.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,303,116,103,84,b,13.0,4.3,22.0,7.3,3,7,10,3.3,104,34.3,170,56.1,9,3.0,83.0,27.4,220.0,72.6,33.6
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,376,128,86,95,67,23.0,6.1,39.0,10.4,9,13,15,4.0,133,35.4,204,54.3,12,3.2,113.0,30.1,263.0,69.9,74.5
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,389,116,101,82,90,22.0,5.7,47.0,12.1,26,9,21,5.4,133,34.2,224,57.6,10,2.6,111.0,28.5,278.0,71.5,67.1
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,386,115,120,80,71,39.0,10.1,56.0,14.5,29,7,19,4.9,124,32.1,230,59.6,7,1.8,115.0,29.8,271.0,70.2,66.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,390,116,98,108,68,50.0,12.8,69.0,17.7,36,10,21,5.4,114,29.2,247,63.3,7,1.8,126.0,32.3,264.0,67.7,68.3
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT           ,2012,419,154,101,79,85,40.0,9.5,62.0,14.8,30,17,22,5.3,111,26.5,277,66.1,9,2.1,135.0,32.2,284.0,67.8,72.4
02M298,PACE HIGH SCHOOL,2007,310,112,97,101,b,5.0,1.6,22.0,7.1,2,2,91,29.4,85,27.4,90,29.0,16,5.2,160.0,51.6,150.0,48.4,97.6
02M298,PACE HIGH SCHOOL,2008,410,115,101,92,102,3.0,0.7,40.0,9.8,12,2,119,29.0,107,26.1,127,31.0,30,7.3,205.0,50.0,205.0,50.0,74.0
02M298,PACE HIGH SCHOOL,2009,410,118,103,100,89,9.0,2.2,52.0,12.7,36,1,81,19.8,122,29.8,162,39.5,25,6.1,191.0,46.6,219.0,53.4,42.2
02M298,PACE HIGH SCHOOL,2010,413,127,110,91,85,5.0,1.2,58.0,14.0,45,2,58,14.0,133,32.2,175,42.4,31,7.5,189.0,45.8,224.0,54.2,62.2
02M298,PACE HIGH SCHOOL,2011,413,122,105,94,92,9.0,2.2,52.0,12.6,44,1,45,10.9,150,36.3,172,41.6,28,6.8,186.0,45.0,227.0,55.0,67.0
02M298,PACE HIGH SCHOOL                                ,2012,414,118,104,99,93,9.0,2.2,57.0,13.8,45,3,42,10.1,134,32.4,174,42.0,16,3.9,181.0,43.7,233.0,56.3,56.7
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,208,111,97,b,b,14.0,6.7,17.0,8.2,2,3,10,4.8,57,27.4,115,55.3,9,4.3,146.0,70.2,62.0,29.8,67.9
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,307,115,104,88,b,23.0,7.5,21.0,6.8,3,5,13,4.2,78,25.4,190,61.9,13,4.2,210.0,68.4,97.0,31.6,55.7
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2008,389,112,104,106,67,42.0,10.8,44.0,11.3,19,6,21,5.4,95,24.4,245,63.0,21,5.4,277.0,71.2,112.0,28.8,68.8
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2009,384,109,99,103,73,31.0,8.1,52.0,13.5,38,9,17,4.4,96,25.0,250,65.1,19,4.9,287.0,74.7,97.0,25.3,53.7
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2010,367,101,107,89,70,43.0,11.7,58.0,15.8,50,5,17,4.6,87,23.7,242,65.9,21,5.7,272.0,74.1,95.0,25.9,72.8
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2011,393,117,103,98,75,45.0,11.5,77.0,19.6,61,6,20,5.1,101,25.7,245,62.3,20,5.1,292.0,74.3,101.0,25.7,83.3
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2012,431,140,106,109,76,47.0,10.9,86.0,20.0,63,12,26,6.0,126,29.2,255,59.2,21,4.9,323.0,74.9,108.0,25.1,75.3
02M303,THE FACING HISTORY SCHOOL,2006,114,114,b,b,b,20.0,17.5,17.0,14.9,10,,3,2.6,29,25.4,73,64.0,4,3.5,72.0,63.2,42.0,36.8,60.0
02M303,THE FACING HISTORY SCHOOL,2007,216,142,74,b,b,25.0,11.6,38.0,17.6,22,6,5,2.3,68,31.5,131,60.6,6,2.8,122.0,56.5,94.0,43.5,81.1
02M303,THE FACING HISTORY SCHOOL,2008,320,183,98,39,b,41.0,12.8,64.0,20.0,55,4,10,3.1,104,32.5,197,61.6,6,1.9,171.0,53.4,149.0,46.6,71.4
02M303,THE FACING HISTORY SCHOOL,2009,416,239,85,21,71,62.0,14.9,85.0,20.4,71,8,10,2.4,126,30.3,272,65.4,7,1.7,211.0,50.7,205.0,49.3,85.9
02M303,THE FACING HISTORY SCHOOL,2010,401,227,85,69,20,59.0,14.7,82.0,20.4,69,3,8,2.0,125,31.2,261,65.1,3,0.7,202.0,50.4,199.0,49.6,85.9
02M303,THE FACING HISTORY SCHOOL,2011,412,229,96,69,18,82.0,19.9,95.0,23.1,87,4,5,1.2,106,25.7,290,70.4,10,2.4,205.0,49.8,207.0,50.2,83.8
02M303,THE FACING HISTORY SCHOOL                       ,2012,451,185,115,93,58,94.0,20.8,98.0,21.7,78,9,3,0.7,106,23.5,330,73.2,11,2.4,228.0,50.6,223.0,49.4,75.6
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,82,82,b,b,b,2.0,2.4,9.0,11.0,1,,5,6.1,32,39.0,35,42.7,9,11.0,44.0,53.7,38.0,46.3,60.0
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,170,82,88,b,b,1.0,0.6,14.0,8.2,1,1,7,4.1,71,41.8,71,41.8,16,9.4,80.0,47.1,90.0,52.9,59.8
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2008,253,94,90,69,b,6.0,2.4,31.0,12.3,13,4,9,3.6,111,43.9,113,44.7,19,7.5,112.0,44.3,141.0,55.7,61.9
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2009,283,101,67,67,48,7.0,2.5,34.0,12.0,30,,9,3.2,127,44.9,129,45.6,16,5.7,122.0,43.1,161.0,56.9,63.5
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2010,284,86,78,62,58,16.0,5.6,39.0,13.7,33,,9,3.2,119,41.9,142,50.0,12,4.2,116.0,40.8,168.0,59.2,71.9
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2011,290,88,91,64,47,17.0,5.9,42.0,14.5,38,,9,3.1,121,41.7,152,52.4,7,2.4,118.0,40.7,172.0,59.3,73.4
02M305,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2012,312,118,67,74,53,19.0,6.1,53.0,17.0,40,5,12,3.8,130,41.7,158,50.6,11,3.5,137.0,43.9,175.0,56.1,68.3
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,83,83,b,b,b,1.0,1.2,14.0,16.9,5,1,7,8.4,39,47.0,30,36.1,3,3.6,37.0,44.6,46.0,55.4,60.0
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,162,95,67,b,b,3.0,1.9,28.0,17.3,12,4,8,4.9,56,34.6,80,49.4,13,8.0,74.0,45.7,88.0,54.3,62.7
02M308,LOWER MANHATTAN ARTS ACADEMY,2008,241,98,80,63,b,8.0,3.3,50.0,20.7,29,5,12,5.0,80,33.2,126,52.3,17,7.1,95.0,39.4,146.0,60.6,64.4
02M308,LOWER MANHATTAN ARTS ACADEMY,2009,296,96,84,62,54,14.0,4.7,65.0,22.0,43,,23,7.8,102,34.5,151,51.0,17,5.7,117.0,39.5,179.0,60.5,71.6
02M308,LOWER MANHATTAN ARTS ACADEMY,2010,311,103,83,72,53,15.0,4.8,81.0,26.0,48,,26,8.4,99,31.8,159,51.1,15,4.8,122.0,39.2,189.0,60.8,75.6
02M308,LOWER MANHATTAN ARTS ACADEMY,2011,324,103,102,66,53,17.0,5.2,88.0,27.2,59,,31,9.6,100,30.9,179,55.2,11,3.4,134.0,41.4,190.0,58.6,77.0
02M308,LOWER MANHATTAN ARTS ACADEMY                    ,2012,336,124,90,75,47,13.0,3.9,83.0,24.7,47,3,32,9.5,103,30.7,187,55.7,12,3.6,134.0,39.9,202.0,60.1,62.2
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2006,83,48,23,12,b,4.0,4.8,6.0,7.2,,,2,2.4,34,41.0,37,44.6,7,8.4,35.0,42.2,48.0,57.8,60.0
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2007,124,42,51,15,16,8.0,6.5,14.0,11.3,,1,4,3.2,55,44.4,52,41.9,9,7.3,53.0,42.7,71.0,57.3,38.6
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2008,206,63,94,34,15,11.0,5.3,28.0,13.6,11,2,10,4.9,85,41.3,78,37.9,27,13.1,98.0,47.6,108.0,52.4,61.7
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2009,247,33,83,96,35,13.0,5.3,41.0,16.6,19,1,8,3.2,95,38.5,117,47.4,23,9.3,127.0,51.4,120.0,48.6,43.6
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2010,247,35,95,65,52,13.0,5.3,40.0,16.2,17,1,8,3.2,88,35.6,127,51.4,19,7.7,131.0,53.0,116.0,47.0,58.9
02M313,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2011,253,17,67,99,70,14.0,5.5,37.0,14.6,18,,8,3.2,86,34.0,137,54.2,18,7.1,139.0,54.9,114.0,45.1,55.7
