DBN,Name,schoolyear,total_enrollment,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,ctt_num,selfcontained_num,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,frl_combined_percent
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2006,678,230,132,199,117,190.0,28.0,82.0,12.1,2,53,3,0.4,53,7.8,613,90.4,4,0.6,387.0,57.1,291.0,42.9,83.9
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2007,720,222,204,134,160,202.0,28.1,104.0,14.4,4,60,2,0.3,44,6.1,660,91.7,4,0.6,414.0,57.5,306.0,42.5,76.0
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2008,688,210,197,151,130,290.0,42.2,70.0,10.2,,39,4,0.6,41,6.0,634,92.2,6,0.9,397.0,57.7,291.0,42.3,79.1
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2009,678,168,211,161,138,225.0,33.2,76.0,11.2,1,35,3,0.4,52,7.7,613,90.4,7,1.0,388.0,57.2,290.0,42.8,88.9
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2010,666,145,182,168,171,237.0,35.6,85.0,12.8,1,44,4,0.6,49,7.4,599,89.9,7,1.1,387.0,58.1,279.0,41.9,91.6
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2011,644,141,170,172,161,248.0,38.5,97.0,15.1,,47,2,0.3,36,5.6,584,90.7,9,1.4,387.0,60.1,257.0,39.9,92.3
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN,2012,630,178,154,153,145,271.0,43.0,86.0,13.7,2,46,3,0.5,33,5.2,576,91.4,9,1.4,402.0,63.8,228.0,36.2,89.3
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2006,601,270,138,102,91,164.0,27.3,61.0,10.1,8,22,3,0.5,32,5.3,558,92.8,1,0.2,335.0,55.7,266.0,44.3,89.0
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2007,625,264,180,79,102,158.0,25.3,68.0,10.9,9,27,3,0.5,36,5.8,579,92.6,1,0.2,365.0,58.4,260.0,41.6,87.4
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2008,662,238,224,114,86,205.0,31.0,64.0,9.7,3,27,4,0.6,35,5.3,617,93.2,0,0.0,382.0,57.7,280.0,42.3,90.0
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2009,639,212,191,136,100,160.0,25.0,61.0,9.5,5,17,3,0.5,36,5.6,598,93.6,1,0.2,389.0,60.9,250.0,39.1,84.3
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2010,620,198,168,104,150,159.0,25.6,64.0,10.3,26,,4,0.6,38,6.1,572,92.3,2,0.3,376.0,60.6,244.0,39.4,80.7
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,2011,563,193,144,125,101,154.0,27.4,77.0,13.7,43,,5,0.9,40,7.1,512,90.9,4,0.7,350.0,62.2,213.0,37.8,81.9
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS        ,2012,572,212,147,90,123,154.0,26.9,97.0,17.0,55,8,6,1.0,61,10.7,498,87.1,3,0.5,363.0,63.5,209.0,36.5,83.8
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2006,598,234,162,101,101,136.0,22.7,42.0,7.0,6,21,3,0.5,36,6.0,554,92.6,3,0.5,309.0,51.7,289.0,48.3,94.0
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2007,633,266,188,92,87,149.0,23.5,65.0,10.3,9,29,3,0.5,30,4.7,595,94.0,4,0.6,329.0,52.0,304.0,48.0,92.3
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2008,660,242,210,133,75,174.0,26.4,70.0,10.6,8,29,4,0.6,32,4.8,617,93.5,6,0.9,322.0,48.8,338.0,51.2,84.0
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2009,689,220,203,141,125,159.0,23.1,79.0,11.5,21,19,5,0.7,57,8.3,619,89.8,8,1.2,350.0,50.8,339.0,49.2,73.8
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2010,678,206,190,143,139,168.0,24.8,92.0,13.6,23,27,2,0.3,70,10.3,599,88.3,7,1.0,357.0,52.7,321.0,47.3,66.0
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,2011,665,241,165,126,133,190.0,28.6,102.0,15.3,33,33,5,0.8,86,12.9,567,85.3,7,1.1,358.0,53.8,307.0,46.2,70.3
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE          ,2012,694,287,194,98,115,222.0,32.0,116.0,16.7,45,31,7,1.0,90,13.0,586,84.4,9,1.3,407.0,58.6,287.0,41.4,72.5
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2006,595,221,149,143,82,178.0,29.9,69.0,11.6,12,25,5,0.8,31,5.2,553,92.9,1,0.2,312.0,52.4,283.0,47.6,87.3
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2007,655,222,192,122,119,149.0,22.7,87.0,13.3,23,19,3,0.5,42,6.4,602,91.9,4,0.6,339.0,51.8,316.0,48.2,79.9
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2008,671,214,210,152,95,195.0,29.1,88.0,13.1,9,30,4,0.6,55,8.2,600,89.4,7,1.0,338.0,50.4,333.0,49.6,68.2
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2009,670,219,198,117,136,195.0,29.1,76.0,11.3,25,10,2,0.3,50,7.5,611,91.2,6,0.9,328.0,49.0,342.0,51.0,84.6
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2010,658,211,189,139,119,200.0,30.4,81.0,12.3,41,1,7,1.1,57,8.7,588,89.4,6,0.9,337.0,51.2,321.0,48.8,88.4
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,2011,711,245,171,158,137,233.0,32.8,87.0,12.2,49,3,7,1.0,65,9.1,629,88.5,8,1.1,365.0,51.3,346.0,48.7,87.9
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES     ,2012,679,231,205,116,127,212.0,31.2,94.0,13.8,42,14,5,0.7,93,13.7,569,83.8,7,1.0,358.0,52.7,321.0,47.3,90.7
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2006,1628,479,616,290,242,88.0,5.4,122.0,7.5,17,58,42,2.6,552,33.9,974,59.8,14,0.9,718.0,44.1,910.0,55.9,62.8
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2007,1541,419,388,381,353,45.0,2.9,111.0,7.2,5,60,47,3.0,484,31.4,956,62.0,12,0.8,692.0,44.9,849.0,55.1,67.1
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2008,1496,515,344,242,395,51.0,3.4,98.0,6.6,1,62,48,3.2,486,32.5,917,61.3,8,0.5,703.0,47.0,793.0,53.0,64.2
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2009,1370,446,442,230,252,34.0,2.5,89.0,6.5,,65,47,3.4,462,33.7,849,62.0,7,0.5,643.0,46.9,727.0,53.1,62.8
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2010,1473,525,444,316,188,36.0,2.4,91.0,6.2,,58,45,3.1,496,33.7,917,62.3,7,0.5,734.0,49.8,739.0,50.2,74.7
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2011,1492,472,474,260,286,38.0,2.5,77.0,5.2,,52,43,2.9,499,33.4,940,63.0,8,0.5,739.0,49.5,753.0,50.5,76.2
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL           ,2012,1285,309,391,327,258,30.0,2.3,71.0,5.5,3,43,52,4.0,421,32.8,801,62.3,9,0.7,641.0,49.9,644.0,50.1,76.3
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2006,409,135,68,129,77,255.0,62.3,2.0,0.5,,,0,0.0,1,0.2,408,99.8,0,0.0,172.0,42.1,237.0,57.9,99.2
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2007,415,145,89,57,124,194.0,46.7,1.0,0.2,,,0,0.0,0,0.0,415,100.0,0,0.0,192.0,46.3,223.0,53.7,96.3
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2008,419,119,131,78,91,319.0,76.1,,0.0,,,0,0.0,0,0.0,419,100.0,0,0.0,195.0,46.5,224.0,53.5,86.2
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2009,409,107,103,100,99,357.0,87.3,,0.0,,,0,0.0,0,0.0,409,100.0,0,0.0,181.0,44.3,228.0,55.7,88.0
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2010,486,253,79,77,77,400.0,82.3,,0.0,,,0,0.0,0,0.0,486,100.0,0,0.0,235.0,48.4,251.0,51.6,97.5
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2011,477,99,225,50,103,437.0,91.6,,0.0,,,0,0.0,0,0.0,477,100.0,0,0.0,233.0,48.8,244.0,51.2,97.3
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MAT,2012,472,92,111,174,95,423.0,89.6,0.0,0.0,    ,    ,0,0.0,0,0.0,471,99.8,0,0.0,231.0,48.9,241.0,51.1,92.8
07X162,JHS 162 LOLA RODRIGUEZ DE TIO,2006,1168,4,b,b,b,123.0,10.5,209.0,17.9,32,112,3,0.3,281,24.1,878,75.2,2,0.2,549.0,47.0,619.0,53.0,83.5
07X162,JHS 162 LOLA RODRIGUEZ DE TIO,2008,960,1,b,b,b,134.0,14.0,185.0,19.3,29,86,9,0.9,236,24.6,707,73.6,3,0.3,430.0,44.8,530.0,55.2,83.5
07X184,I S 184 RAFAEL C Y MOLINA,2006,587,1,b,b,b,102.0,17.4,136.0,23.2,,76,4,0.7,147,25.0,430,73.3,4,0.7,296.0,50.4,291.0,49.6,91.9
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2006,322,85,80,b,b,10.0,3.1,50.0,15.5,35,2,1,0.3,118,36.6,198,61.5,2,0.6,158.0,49.1,164.0,50.9,91.6
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2007,508,94,83,74,b,17.0,3.3,87.0,17.1,59,16,5,1.0,173,34.1,320,63.0,2,0.4,234.0,46.1,274.0,53.9,87.8
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2008,588,88,95,75,64,32.0,5.4,105.0,17.9,71,13,6,1.0,200,34.0,375,63.8,3,0.5,256.0,43.5,332.0,56.5,77.6
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2009,590,87,81,88,63,36.0,6.1,109.0,18.5,65,20,7,1.2,200,33.9,376,63.7,4,0.7,272.0,46.1,318.0,53.9,72.9
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2010,577,94,84,73,78,49.0,8.5,104.0,18.0,79,6,6,1.0,180,31.2,387,67.1,2,0.3,259.0,44.9,318.0,55.1,81.1
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,2011,588,95,85,80,65,49.0,8.3,106.0,18.0,76,8,6,1.0,179,30.4,400,68.0,2,0.3,279.0,47.4,309.0,52.6,81.1
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL ,2012,622,100,85,85,69,55.0,8.8,120.0,19.3,70,21,4,0.6,186,29.9,428,68.8,3,0.5,295.0,47.4,327.0,52.6,72.9
07X321,CROTONA ACADEMY HIGH SCHOOL,2006,147,63,68,10,6,6.0,4.1,9.0,6.1,,2,0,0.0,66,44.9,79,53.7,2,1.4,61.0,41.5,86.0,58.5,67.6
07X321,CROTONA ACADEMY HIGH SCHOOL,2007,130,39,42,33,16,7.0,5.4,11.0,8.5,1,4,0,0.0,62,47.7,68,52.3,0,0.0,48.0,36.9,82.0,63.1,94.5
07X321,CROTONA ACADEMY HIGH SCHOOL,2008,138,31,49,34,24,10.0,7.2,9.0,6.5,,,1,0.7,58,42.0,79,57.2,0,0.0,46.0,33.3,92.0,66.7,67.2
07X321,CROTONA ACADEMY HIGH SCHOOL,2009,146,38,41,41,26,10.0,6.8,12.0,8.2,,,4,2.7,65,44.5,76,52.1,1,0.7,54.0,37.0,92.0,63.0,65.1
07X321,CROTONA ACADEMY HIGH SCHOOL,2010,137,21,38,42,36,9.0,6.6,9.0,6.6,1,1,4,2.9,64,46.7,67,48.9,2,1.5,50.0,36.5,87.0,63.5,74.6
07X321,CROTONA ACADEMY HIGH SCHOOL,2011,132,10,42,39,41,4.0,3.0,11.0,8.3,3,,1,0.8,58,43.9,69,52.3,4,3.0,53.0,40.2,79.0,59.8,73.3
07X321,CROTONA ACADEMY HIGH SCHOOL                     ,2012,124,10,33,42,39,3.0,2.4,8.0,6.5,0,0,1,0.8,53,42.7,67,54.0,1,0.8,39.0,31.5,85.0,68.5,78.3
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2007,97,97,b,b,b,39.0,40.2,,0.0,,,3,3.1,23,23.7,67,69.1,2,2.1,55.0,56.7,42.0,43.3,60.0
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2008,187,93,94,b,b,139.0,74.3,5.0,2.7,1,1,9,4.8,45,24.1,124,66.3,8,4.3,106.0,56.7,81.0,43.3,87.5
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2009,257,83,107,67,b,225.0,87.5,6.0,2.3,4,1,8,3.1,67,26.1,167,65.0,14,5.4,148.0,57.6,109.0,42.4,94.3
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2010,354,123,97,83,51,321.0,90.7,8.0,2.3,1,1,7,2.0,102,28.8,236,66.7,8,2.3,195.0,55.1,159.0,44.9,95.6
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2011,371,106,133,69,63,332.0,89.5,8.0,2.2,1,,16,4.3,88,23.7,255,68.7,11,3.0,193.0,52.0,178.0,48.0,95.1
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL             ,2012,393,85,144,110,54,354.0,90.1,7.0,1.8,1,0,19,4.8,79,20.1,282,71.8,8,2.0,191.0,48.6,202.0,51.4,77.5
07X336,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,2007,85,85,b,b,b,1.0,1.2,8.0,9.4,,,0,0.0,43,50.6,32,37.6,1,1.2,10.0,11.8,75.0,88.2,60.0
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2008,125,31,51,35,8,9.0,7.2,12.0,9.6,1,,1,0.8,58,46.4,64,51.2,1,0.8,60.0,48.0,65.0,52.0,60.0
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2009,131,35,55,24,17,4.0,3.1,9.0,6.9,,,1,0.8,70,53.4,58,44.3,1,0.8,61.0,46.6,70.0,53.4,76.8
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2010,152,33,41,43,35,9.0,5.9,9.0,5.9,,1,0,0.0,72,47.4,78,51.3,1,0.7,67.0,44.1,85.0,55.9,85.4
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2011,204,52,82,56,14,9.0,4.4,19.0,9.3,,,1,0.5,73,35.8,128,62.7,1,0.5,78.0,38.2,126.0,61.8,88.8
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL              ,2012,198,37,67,50,44,6.0,3.0,15.0,7.6,2,0,1,0.5,81,40.9,112,56.6,2,1.0,73.0,36.9,125.0,63.1,71.7
07X381,BRONX HAVEN HIGH SCHOOL,2009,104,7,56,18,23,9.0,8.7,9.0,8.7,2,,0,0.0,40,38.5,63,60.6,1,1.0,35.0,33.7,69.0,66.3,60.0
07X381,BRONX HAVEN HIGH SCHOOL,2010,112,7,27,38,40,10.0,8.9,9.0,8.0,4,,0,0.0,45,40.2,67,59.8,0,0.0,34.0,30.4,78.0,69.6,86.4
07X381,BRONX HAVEN HIGH SCHOOL,2011,138,29,48,35,26,13.0,9.4,3.0,2.2,3,,1,0.7,52,37.7,84,60.9,1,0.7,48.0,34.8,90.0,65.2,85.5
07X381,BRONX HAVEN HIGH SCHOOL                         ,2012,153,30,55,31,37,12.0,7.8,13.0,8.5,8,1,1,0.7,55,35.9,96,62.7,1,0.7,57.0,37.3,96.0,62.7,64.7
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2006,338,110,89,97,42,17.0,5.0,45.0,13.3,16,10,1,0.3,123,36.4,199,58.9,6,1.8,145.0,42.9,193.0,57.1,82.8
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2007,367,119,94,87,67,15.0,4.1,43.0,11.7,16,11,1,0.3,134,36.5,224,61.0,2,0.5,164.0,44.7,203.0,55.3,87.5
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2008,360,109,122,51,78,28.0,7.8,58.0,16.1,26,9,1,0.3,129,35.8,222,61.7,4,1.1,152.0,42.2,208.0,57.8,73.9
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2009,347,117,107,70,53,24.0,6.9,61.0,17.6,32,6,0,0.0,139,40.1,199,57.3,5,1.4,144.0,41.5,203.0,58.5,86.6
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2010,343,106,99,74,64,30.0,8.7,69.0,20.1,37,1,1,0.3,130,37.9,204,59.5,4,1.2,142.0,41.4,201.0,58.6,92.2
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2011,332,104,83,79,66,39.0,11.7,66.0,19.9,35,7,1,0.3,120,36.1,208,62.7,3,0.9,145.0,43.7,187.0,56.3,94.4
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE             ,2012,319,107,84,67,61,42.0,13.2,63.0,19.7,31,11,2,0.6,103,32.3,209,65.5,3,0.9,157.0,49.2,162.0,50.8,82.7
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2006,345,93,104,77,71,28.0,8.1,52.0,15.1,8,17,0,0.0,123,35.7,215,62.3,0,0.0,173.0,50.1,172.0,49.9,69.6
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2007,331,94,95,79,63,24.0,7.3,54.0,16.3,14,15,2,0.6,108,32.6,220,66.5,0,0.0,170.0,51.4,161.0,48.6,71.8
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2008,332,94,85,84,69,40.0,12.0,53.0,16.0,22,13,1,0.3,102,30.7,229,69.0,0,0.0,171.0,51.5,161.0,48.5,80.1
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2009,333,95,82,73,83,32.0,9.6,56.0,16.8,20,9,3,0.9,88,26.4,241,72.4,0,0.0,171.0,51.4,162.0,48.6,82.5
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2010,344,117,92,65,70,39.0,11.3,66.0,19.2,25,10,5,1.5,90,26.2,247,71.8,0,0.0,176.0,51.2,168.0,48.8,75.8
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,2011,362,111,112,76,63,40.0,11.0,73.0,20.2,34,10,3,0.8,92,25.4,265,73.2,0,0.0,188.0,51.9,174.0,48.1,82.6
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL      ,2012,363,104,108,83,68,35.0,9.6,67.0,18.5,33,8,4,1.1,82,22.6,276,76.0,0,0.0,182.0,50.1,181.0,49.9,78.5
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,2006,422,153,125,78,66,39.0,9.2,43.0,10.2,7,7,4,0.9,122,28.9,286,67.8,5,1.2,199.0,47.2,223.0,52.8,87.1
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,2007,440,155,131,89,65,25.0,5.7,45.0,10.2,20,7,1,0.2,113,25.7,319,72.5,2,0.5,209.0,47.5,231.0,52.5,87.1
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,2008,425,108,130,113,74,22.0,5.2,27.0,6.4,18,6,3,0.7,108,25.4,305,71.8,4,0.9,181.0,42.6,244.0,57.4,76.5
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,2009,432,113,120,104,95,17.0,3.9,33.0,7.6,26,3,5,1.2,94,21.8,327,75.7,5,1.2,184.0,42.6,248.0,57.4,78.6
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COM,2010,450,134,104,106,106,27.0,6.0,34.0,7.6,27,3,6,1.3,79,17.6,355,78.9,9,2.0,182.0,40.4,268.0,59.6,91.4
